exec_date,ts_code,name,weight,target_rank,backup_rank,ev_pred
20260826,002445.SZ,中南文化,0.06999999999999999,1,,0.001941388448552227
20260826,002412.SZ,汉森制药,0.0,,1,-0.0019863949786992387
20260826,002084.SZ,海鸥住工,0.0,,2,-0.002246250548645492
20260826,002478.SZ,常宝股份,0.0,,3,-0.0025433158114568557
20260826,000560.SZ,我爱我家,0.0,,4,-0.003601581923111531
20260826,000779.SZ,甘咨询,0.0,,5,-0.0038613870721637186
20260826,002094.SZ,青岛金王,0.0,,6,-0.003968628505927798
20260826,000017.SZ,深中华A,0.0,,7,-0.0043066667614302355
20260826,000070.SZ,特发信息,0.0,,8,-0.00431634810227536
20260826,000695.SZ,滨海能源,0.0,,9,-0.004504316525101188
20260826,000566.SZ,海南海药,0.0,,10,-0.004665893972456728
20260826,002081.SZ,金 螳 螂,0.0,,11,-0.004906792893467484
20260826,002686.SZ,亿利达,0.0,,12,-0.005851013530735818
20260826,600103.SH,青山纸业,0.0,,13,-0.006937435468643764
20260826,002451.SZ,摩恩电气,0.0,,14,-0.006984056030889034
20260826,003040.SZ,楚天龙,0.0,,15,-0.007396131699742781
20260826,002259.SZ,升达林业,0.0,,16,-0.007486084952150802
20260826,000659.SZ,珠海中富,0.0,,17,-0.0076159700723284224
20260826,603912.SH,佳力图,0.0,,18,-0.007882059672164604
20260826,002418.SZ,康盛股份,0.0,,19,-0.00819759485672265
20260826,003018.SZ,金富科技,0.0,,20,-0.008329998967311694
20260826,600714.SH,金瑞矿业,0.0,,21,-0.00871167108017053
20260826,002742.SZ,冀衡医药,0.0,,22,-0.009915800897948298
20260826,002041.SZ,登海种业,0.0,,23,-0.009930143730986916
20260826,603079.SH,圣达生物,0.0,,24,-0.010126471199361093
20260826,002963.SZ,豪尔赛,0.0,,25,-0.010426263172894069
20260826,002821.SZ,凯莱英,0.0,,26,-0.010688016468329484
20260826,600470.SH,六国化工,0.0,,27,-0.010826227170877167
20260826,000428.SZ,华天酒店,0.0,,28,-0.011244577773689098
20260826,600984.SH,建设机械,0.0,,29,-0.011336663284156183
20260826,603217.SH,元利科技,0.0,,30,-0.011348679883049623
20260826,600698.SH,湖南天雁,0.0,,31,-0.011538189225803998
20260826,603113.SH,金能科技,0.0,,32,-0.011594843649153691
20260826,600605.SH,汇通能源,0.0,,33,-0.011604843099338926
20260826,002907.SZ,华森制药,0.0,,34,-0.012041621593467132
20260826,603395.SH,红四方,0.0,,35,-0.012293921622799705
20260826,600172.SH,黄河旋风,0.0,,36,-0.012355311771906137
20260826,000796.SZ,凯撒旅业,0.0,,37,-0.012449928995602445
20260826,002855.SZ,捷荣技术,0.0,,38,-0.012593251935337993
20260826,600508.SH,上海能源,0.0,,39,-0.012620785589266645
20260826,600281.SH,华阳新材,0.0,,40,-0.012943442449588845
20260826,603318.SH,水发燃气,0.0,,41,-0.013262898626349665
20260826,002837.SZ,英维克,0.0,,42,-0.013272673215604375
20260826,603687.SH,大胜达,0.0,,43,-0.013697656274478144
20260826,002880.SZ,卫光生物,0.0,,44,-0.013779290909216148
20260826,600785.SH,新华百货,0.0,,45,-0.014067342623568303
20260826,002947.SZ,恒铭达,0.0,,46,-0.014644282475266161
20260826,600838.SH,上海九百,0.0,,47,-0.014979396448921115
20260826,002949.SZ,华阳国际,0.0,,48,-0.015055617927833827
20260826,603095.SH,越剑智能,0.0,,49,-0.015623080252047809
20260826,600829.SH,人民同泰,0.0,,50,-0.01567806702729203
20260826,603637.SH,镇海股份,0.0,,51,-0.01596426545387601
20260826,003021.SZ,兆威机电,0.0,,52,-0.015967436904269102
20260826,600936.SH,北投科技,0.0,,53,-0.017391415539355724
20260826,605303.SH,园林股份,0.0,,54,-0.017917217107347706
20260826,600371.SH,万向德农,0.0,,55,-0.0179559458044955
20260826,603360.SH,百傲化学,0.0,,56,-0.018508845910555953
20260826,002713.SZ,东易日盛,0.0,,57,-0.018666704633641052
20260826,603758.SH,秦安股份,0.0,,58,-0.0188647207577406
20260826,002703.SZ,浙江世宝,0.0,,59,-0.02050450961190842
20260826,600127.SH,金健米业,0.0,,60,-0.021332519824042953
