exec_date,ts_code,name,weight,target_rank,backup_rank,ev_pred
20260820,603113.SH,金能科技,0.1,1,,0.0009569072095002174
20260820,603102.SH,百合股份,0.1,2,,0.0008925526599446228
20260820,600127.SH,金健米业,0.1,3,,0.0003158901887677437
20260820,000505.SZ,京粮控股,0.0,,1,-0.0001569640975213546
20260820,603366.SH,日出东方,0.0,,2,-0.0003650244056477266
20260820,601011.SH,宝泰隆,0.0,,3,-0.0010763361070625851
20260820,002333.SZ,罗普斯金,0.0,,4,-0.0023184985987400233
20260820,002543.SZ,万和电气,0.0,,5,-0.002471877630020017
20260820,002953.SZ,日丰股份,0.0,,6,-0.0036905103731307773
20260820,000020.SZ,深华发Ａ,0.0,,7,-0.0039672740040642114
20260820,603395.SH,红四方,0.0,,8,-0.0042133613858714
20260820,600403.SH,大有能源,0.0,,9,-0.004334920420567311
20260820,601015.SH,陕西黑猫,0.0,,10,-0.004712844705779543
20260820,600783.SH,鲁信创投,0.0,,11,-0.004720799178452169
20260820,000526.SZ,学大教育,0.0,,12,-0.005120242301560248
20260820,000736.SZ,中交发展,0.0,,13,-0.0056328302143589925
20260820,603506.SH,南都物业,0.0,,14,-0.005943797538421933
20260820,000059.SZ,华锦股份,0.0,,15,-0.005998495363100181
20260820,600610.SH,中毅达,0.0,,16,-0.006098607476369897
20260820,002040.SZ,南 京 港,0.0,,17,-0.007194724158473458
20260820,002412.SZ,汉森制药,0.0,,18,-0.008002888588890289
20260820,603290.SH,斯达半导,0.0,,19,-0.008064785893964933
20260820,000723.SZ,美锦能源,0.0,,20,-0.008827888609363217
20260820,603801.SH,志邦家居,0.0,,21,-0.009509440662923214
20260820,002900.SZ,哈三联,0.0,,22,-0.00962092965341729
20260820,603848.SH,好太太,0.0,,23,-0.012029596656496468
20260820,001301.SZ,尚太科技,0.0,,24,-0.016118501085627724
20260820,001277.SZ,速达股份,0.0,,25,-0.020352966696437137
20260820,001400.SZ,江顺科技,0.0,,26,-0.030813610003788745
20260820,001338.SZ,永顺泰,0.0,,27,-0.03145373255328478
20260820,600371.SH,万向德农,0.0,,28,-0.03355332234481766
20260820,000560.SZ,我爱我家,0.0,,29,-0.034304008628226516
