ts_code,trade_date,turnover_rate,turnover_rate_f,volume_ratio,total_mv,float_mv
301263.SZ,20260408,1.6083,2.0051,0.76,1189691.01,
301103.SZ,20260408,1.0078,1.4142,0.82,314472.6773,
300201.SZ,20260408,4.7111,6.2663,1.26,1138201.1887,
605218.SH,20260408,1.1825,3.613,1.39,426868.2795,
002245.SZ,20260408,13.628,15.7755,1.78,2120703.767,
000703.SZ,20260408,2.7439,7.4023,3.59,5666666.2595,
688005.SH,20260408,2.2297,3.0501,1.06,2074133.3139,
920039.BJ,20260408,0.7061,2.1551,1.43,149205.4,
601398.SH,20260408,0.1681,1.4531,1.53,260889380.1891,
002031.SZ,20260408,3.5762,3.8727,1.88,1365824.7111,
920261.BJ,20260408,1.2178,1.8164,1.63,422142.4846,
300341.SZ,20260408,1.0091,2.6596,1.29,758523.5526,
605123.SH,20260408,3.2669,7.5085,1.6,1203590.4702,
600717.SH,20260408,0.6672,1.5595,0.96,1337028.4796,
301262.SZ,20260408,6.2334,8.6739,2.76,996630.0,
605068.SH,20260408,1.659,4.9135,1.6,413768.3607,
688033.SH,20260408,2.1465,2.8712,0.99,478431.0052,
301667.SZ,20260408,27.5502,27.5502,1.35,954551.7408,
603280.SH,20260408,10.027,10.027,1.63,392540.5412,
600481.SH,20260408,2.9934,5.0929,0.96,1352038.9231,
002845.SZ,20260408,2.4595,2.9065,1.21,454641.7665,
002615.SZ,20260408,4.985,6.3469,1.43,462964.2941,
301030.SZ,20260408,3.7812,5.3735,0.81,216954.9298,
920223.BJ,20260408,2.5993,4.1182,1.6,248510.3,
002056.SZ,20260408,2.6385,5.2825,1.19,3032191.3059,
600188.SH,20260408,1.4922,5.6798,1.53,19111362.9558,
002459.SZ,20260408,2.6151,4.9814,1.25,3610896.8568,
688188.SH,20260408,0.6877,1.9422,1.69,3908825.7517,
600416.SH,20260408,1.5618,2.4276,1.56,1893428.7987,
300897.SZ,20260408,1.6768,2.9824,1.69,350269.0704,
300119.SZ,20260408,3.5292,4.4476,1.61,866302.772,
603937.SH,20260408,7.7263,20.9182,0.99,308113.52,
600580.SH,20260408,2.7825,4.5581,1.57,5856378.5487,
600682.SH,20260408,3.4158,6.2691,1.22,1000778.3724,
688029.SH,20260408,0.9486,1.6649,1.02,1433275.8299,
301116.SZ,20260408,0.4897,1.9165,0.73,452571.4297,
300885.SZ,20260408,5.9114,11.1423,1.09,590104.9804,
688199.SH,20260408,3.2085,4.4057,1.93,422092.9431,
603087.SH,20260408,1.1748,1.9127,0.77,3840073.6457,
600579.SH,20260408,1.0733,2.9212,1.16,398829.4133,
603559.SH,20260408,0.8018,1.1397,0.8,290925.8098,
002658.SZ,20260408,2.2933,3.0838,0.94,539761.0245,
603867.SH,20260408,2.9061,3.7958,1.18,665726.9203,
688658.SH,20260408,2.9873,5.3965,0.73,865800.0,
601279.SH,20260408,0.6024,2.8545,0.73,656515.3978,
600908.SH,20260408,0.8918,1.1692,1.03,1255357.9295,
001335.SZ,20260408,3.3549,3.3549,1.17,393706.152,
