trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
20260423,000537.SZ,绿发电力,U,11.65,11.65,9.53,1,97962345.0,93706,134200,97962345.0
20260423,000593.SZ,德龙汇能,U,19.64,19.64,16.07,1,65150515.0,100427,101215,65150515.0
20260423,000715.SZ,中兴商业,U,6.61,6.61,5.41,2,23900438.0,95903,100242,23900438.0
20260423,000890.SZ,法尔胜,U,16.76,16.76,13.72,7,21027096.0,93718,145100,21027096.0
20260423,000925.SZ,众合科技,U,8.36,8.36,6.84,5,38482752.0,101145,111342,38482752.0
20260423,001215.SZ,千味央厨,U,43.4,43.4,35.51,0,67395860.0,134718,134718,67395860.0
20260423,001234.SZ,泰慕士,U,32.52,32.52,26.6,1,197939484.0,93945,94006,197939484.0
20260423,001267.SZ,汇绿生态,U,50.92,50.92,41.66,0,204851618.0,132009,132009,204851618.0
20260423,001314.SZ,亿道信息,U,48.5,48.5,39.68,1,67239139.0,93051,101815,67239139.0
20260423,002008.SZ,大族激光,U,103.6,103.6,84.76,1,193174528.0,132151,133503,193174528.0
20260423,002081.SZ,金 螳 螂,U,5.43,5.43,4.45,3,179601105.0,93033,101548,179601105.0
20260423,002242.SZ,九阳股份,U,11.41,11.41,9.33,0,72724008.0,103103,103103,72724008.0
20260423,002301.SZ,齐心集团,U,7.45,7.45,6.09,0,54191530.0,93918,93918,54191530.0
20260423,002429.SZ,兆驰股份,U,13.1,13.1,10.72,44,12476440.0,93557,145506,12476440.0
20260423,002448.SZ,中原内配,U,17.52,17.52,14.34,1,67508940.0,140736,141009,67508940.0
20260423,002490.SZ,山东墨龙,U,9.77,9.77,7.99,0,146311602.0,111151,111151,146311602.0
20260423,002606.SZ,大连电瓷,U,13.34,13.34,10.92,0,104664239.0,92500,92500,104664239.0
20260423,002787.SZ,华源控股,U,19.44,19.44,15.9,12,34923960.0,93709,130142,34923960.0
20260423,002793.SZ,罗欣药业,U,5.63,5.63,4.61,0,78633129.0,95018,95018,78633129.0
20260423,002971.SZ,和远气体,U,33.88,33.88,27.72,0,21086912.0,134930,134930,21086912.0
20260423,003022.SZ,联泓新科,U,24.77,24.77,20.27,0,105337174.0,102942,102942,105337174.0
20260423,300061.SZ,旗天科技,U,9.8,9.8,6.54,0,94985588.0,93551,93551,94985588.0
20260423,300067.SZ,安诺其,U,7.27,7.27,4.85,0,539730652.0,92500,92500,539730652.0
20260423,300590.SZ,移为通信,U,14.56,14.56,9.7,1,94859870.0,93000,94248,94859870.0
20260423,300721.SZ,怡达股份,U,17.69,17.69,11.79,1,59962377.0,92500,95227,59962377.0
20260423,300970.SZ,华绿生物,U,42.0,42.0,28.0,3,31361610.0,101821,102736,31361610.0
20260423,600052.SH,东望时代,U,4.58,4.58,3.74,0,97296425.0,133058,133058,97296425.0
20260423,600186.SH,莲花控股,U,9.45,9.45,7.73,3,182722365.0,100041,111653,182722365.0
20260423,600310.SH,广西能源,U,5.28,5.28,4.32,2,73952244.0,134259,142450,73952244.0
20260423,600396.SH,华电辽能,U,9.83,9.83,8.05,0,88606538.0,134322,134322,88606538.0
20260423,600726.SH,华电能源,U,5.27,5.27,4.31,0,177749722.0,103458,103458,177749722.0
20260423,600736.SH,苏州高新,U,8.37,8.37,6.85,0,238108780.0,92502,92502,238108780.0
20260423,600770.SH,综艺股份,U,6.34,6.34,5.18,0,76658899.0,95105,95105,76658899.0
20260423,600986.SH,浙文互联,U,12.13,12.13,9.93,3,165028298.0,94429,130041,165028298.0
20260423,601016.SH,节能风电,U,4.48,4.48,3.66,0,172643058.0,133637,133637,172643058.0
20260423,601101.SH,昊华能源,U,9.36,9.36,7.66,1,34544624.0,93340,100355,34544624.0
20260423,601512.SH,中新集团,U,11.35,11.35,9.29,1,43457254.0,93439,95127,43457254.0
20260423,601778.SH,晶科科技,U,7.19,7.19,5.89,0,427448663.0,131150,131150,427448663.0
20260423,603017.SH,中衡设计,U,16.46,16.46,13.46,1,62521631.0,100601,100749,62521631.0
20260423,603060.SH,国检集团,U,6.63,6.63,5.43,0,80454817.0,101920,101920,80454817.0
20260423,603198.SH,迎驾贡酒,U,39.02,39.02,31.92,0,31118450.0,94511,94511,31118450.0
20260423,603220.SH,中贝通信,U,34.23,34.23,28.01,0,110846666.0,135539,135539,110846666.0
20260423,603308.SH,应流股份,U,83.0,83.0,67.91,15,16509613.0,94144,143405,16509613.0
20260423,603315.SH,福鞍股份,U,19.53,19.53,15.98,0,88763752.0,92501,92501,88763752.0
20260423,603318.SH,水发燃气,U,10.35,10.35,8.47,0,160476894.0,92502,92502,160476894.0
20260423,603390.SH,通达电气,U,13.27,13.27,10.85,0,66975017.0,92503,92503,66975017.0
20260423,603538.SH,美诺华,U,55.55,55.55,45.45,0,185668709.0,142408,142408,185668709.0
20260423,603618.SH,杭电股份,U,31.41,31.41,25.7,9,86088528.0,93507,130543,86088528.0
20260423,603709.SH,中源家居,U,19.09,19.09,15.62,0,6705935.0,112612,112612,6705935.0
20260423,603912.SH,佳力图,U,11.46,11.46,9.38,0,40781785.0,100131,100131,40781785.0
