trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,realized_ret_open_to_tplus1_timed_exit,realized_ret_t1_to_t2,premium_ret_t1_to_t2,entry_price_t1,entry_price_t_opening_auction,entry_price_proxy_t1,entry_price_proxy_mode,exit_price_tplus1_timed,exit_price_tplus1_open,exit_price_source,exit_on_time,exit_reason,take_profit_price_tplus1,stop_loss_price_tplus1,latest_exit_time,exit_policy_version,exit_price_t2_close,close_t2,close_t2,dataset_split,sample_weight,is_cold_start,feature_coverage_score,eret_truth_version,return_holding_mode,execution_contract,buy_window_start,buy_window_end,open_t1,high_t1,low_t1,close_t1,open_t2,high_t2,low_t2,vol_t2,amount_t2,pct_chg_t2,symbol,board,area,market,list_date,open,high,low,close,pct_chg,pre_close_est,returns_1d,high_low_range,candle_body,gap_open,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,amihud_illiquidity,volatility_5d,volatility_10d,volatility_20d,atr,downside_vol,max_drawdown_20d,tail_risk_score,ret_2d,ret_5d,ret_10d,bid_ask_proxy,spread_proxy,total_mv,float_mv,pe_ttm,pb,north_money_market,south_money_market,hgt_market,sgt_market,market_regime,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,top_list_net_buy,top_net_rate,amount_rate,float_values,abnormal_volume,has_namechange_record,latest_change_reason,auction_vol,auction_price,auction_amount,auction_strength_score,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,intraday_available,intraday_status,intraday_missing_reason,minute_freq,minute_rows,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_tag,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,prior_prob_prior,prior_strength_score,prior_theme_boost,prior_board,prior_prob_prior__is_missing,prior_strength_score__is_missing,prior_theme_boost__is_missing,pct_chg_t2__is_missing,amount_t2__is_missing,ret_2d__is_missing,ret_5d__is_missing,ret_10d__is_missing,volatility_5d__is_missing,volatility_10d__is_missing,volatility_20d__is_missing,atr__is_missing,downside_vol__is_missing,max_drawdown_20d__is_missing,tail_risk_score__is_missing,bid_ask_proxy__is_missing,spread_proxy__is_missing
20260624,20260625,20260626,20260625,20260626,603989.SH,艾华集团,1,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_take_profit_daily_proxy,0.0299943406904359,0.0299943406904359,0.0564044519901905,53.01,53.01,53.01,t_opening_auction,54.6,53.84,daily_ohlc_conservative_proxy,1,take_profit_daily_proxy,54.6,51.68,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,56.0,56.0,56.0,raw_train_pool,1.75,0,1.0,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,09:20:00,09:24:50,53.01,53.75,51.96,53.75,53.84,58.0,53.84,376125.4,2116731.748,4.186,603989,元器件,湖南,主板,20150515,43.0,48.86,43.0,48.86,9.9955,44.41999899995909,9.9955,0.1319225603765861,0.1319225603765861,-0.0319675603765862,182084.95,844134.132,4.5661,13.361,0.79,1.184112763728407e-05,0.0507652111793738,0.0687206601058163,0.0743880446887576,0.1040666881884739,0.0316703733447112,-0.2514315460697554,0.3574899641032243,0.0703176341730558,0.4244897959183675,0.477025392986699,0.1199345067539909,0.1319225603765861,1948438.5914,,,,424355.82,54194.99,187730.5,236625.32,,15.0,1.0,1.0,1.0,15.0,0.0,,,,,,0.0,,466295.0,43.0,20050685.0,0.9526487663280117,U,0.0,79568363.0,79568363.0,95514.0,95514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.86,39.98,1.0,0.0,2.346885493474472,0.750914328944319,64.989796,0.83,元器件,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260624,20260625,20260626,20260625,20260626,605277.SH,新亚电子,2,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_both_hit_stop_first_conservative,-0.0248704663212435,-0.0248704663212435,0.0259067357512954,19.3,19.3,19.3,t_opening_auction,18.82,18.96,daily_ohlc_conservative_proxy,1,both_hit_stop_first_conservative,19.88,18.82,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,19.8,19.8,19.8,raw_train_pool,1.75,0,1.0,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,09:20:00,09:24:50,19.3,19.67,18.73,18.96,18.96,20.6,18.2,392386.5,763160.288,4.4304,605277,元器件,浙江,主板,20210106,17.55,19.5,17.55,19.5,9.9831,17.729996699492922,9.9831,0.1099830999999999,0.1099830999999999,-0.0101520999999999,275719.07,530970.267,7.2223,14.7747,2.25,1.8801617756121927e-05,0.0891835562421663,0.0697843241368219,0.059850094924605,0.0732240734391642,0.0425300004276758,-0.3111888111888111,0.4135689065410921,0.0655737704918031,-0.1136363636363636,-0.1172476233589859,0.0999999999999999,0.1099830999999999,758131.53,,,,424355.82,54194.99,187730.5,236625.32,,15.0,1.0,1.0,1.0,15.0,0.0,,,,,,0.0,,25320.0,17.55,444366.0,0.4648040638606676,U,1.0,58924827.0,58924827.0,93829.0,95150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,15.96,1.0,0.0,1.82174913152094,0.7450347048576902,63.928571,0.83,元器件,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260624,20260625,20260626,20260625,20260626,603678.SH,火炬电子,3,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_take_profit_gap_conservative,0.0300013825521914,0.0300013825521914,0.098990736900318,72.33,72.33,72.33,t_opening_auction,74.5,74.6,daily_ohlc_conservative_proxy,1,take_profit_gap_conservative,74.5,70.52,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,79.49,79.49,79.49,raw_train_pool,1.75,0,1.0,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,09:20:00,09:24:50,72.33,75.13,71.98,75.13,74.6,81.01,73.63,576974.18,4547993.593,5.8033,603678,元器件,福建,主板,20150126,62.05,68.3,62.05,68.3,10.0016,62.090005963549615,10.0016,0.1006603221083455,0.1006603221083455,-0.0006443221083454,170880.34,1147065.875,3.5932,6.0207,0.34,8.719289988467315e-06,0.0553380994055739,0.0656669169047793,0.0652154690596422,0.0985782008038526,0.0237398619005038,-0.1281177381874515,0.2170730691475976,0.0477067034821292,0.0088626292466764,0.1455887286145589,0.0915080527086383,0.1006603221083455,3248119.878,,,,424355.82,54194.99,187730.5,236625.32,,15.0,1.0,1.0,1.0,15.0,0.0,,,,,,0.0,,286000.0,62.05,17746300.0,0.9466618287373004,U,0.0,89356890.0,89356890.0,93606.0,93606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.3,55.88,1.0,0.0,2.3588043797381397,0.7230462815965084,59.520408,0.83,元器件,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260624,20260625,20260626,20260625,20260626,603297.SH,永新光学,4,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,-0.0447106954997078,-0.0447106954997078,0.0064289888953827,136.88,136.88,136.88,t_opening_auction,130.76,130.76,daily_ohlc_conservative_proxy,1,stop_gap_at_open,140.99,133.46,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,137.76,137.76,137.76,raw_train_pool,1.5,0,1.0,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,09:20:00,09:24:50,136.88,136.88,129.63,131.3,130.76,139.8,129.63,39677.49,539563.582,4.92,603297,元器件,浙江,主板,20180910,120.0,132.89,117.85,132.89,9.9992,120.80996952705108,9.9992,0.1244930369478515,0.1066964924373541,-0.0067044924373539,32310.06,410577.803,2.9179,9.3432,1.48,2.435397122527834e-05,0.0521482072411713,0.0394341699761367,0.0376516869423273,0.0547104324365213,0.0247397355115389,-0.1755986316989737,0.23799005415284,0.1310749851051151,0.0715207224641185,0.1145684810869747,0.1131763112348558,0.1244930369478515,1474237.8063,,,,424355.82,54194.99,187730.5,236625.32,,15.0,1.0,1.0,1.0,15.0,0.0,,,,,,0.0,,2400.0,120.0,288000.0,0.3795355587808418,U,2.0,17342145.0,17342145.0,130634.0,142052.0,1.0,ok,,1min,241.0,13:07:00,15:00:00,2.0,0.0,0.9632,0.0,,0.007954,0.0,31.0,0.0,59.2208,63.0162,45.0,12.0,12.0,0.0,neutral_limitup,,,,,,132.89,108.73,1.0,0.0,1.6044497948625325,0.6814675575196468,76.467347,0.415,元器件,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260624,20260625,20260626,20260625,20260626,002584.SZ,西陇科学,5,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,-0.1557446808510638,-0.1557446808510638,-0.1812765957446809,11.75,11.75,11.75,t_opening_auction,9.92,9.92,daily_ohlc_conservative_proxy,1,stop_gap_at_open,12.1,11.46,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,9.62,9.62,9.62,raw_train_pool,1.5,0,1.0,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,09:20:00,09:24:50,11.75,11.75,9.92,10.27,9.92,10.33,9.5,1425151.96,1406599.17208,-6.3291,2584,化工原料,广东,主板,20110602,11.02,11.02,11.02,11.02,9.98,10.020003637024912,9.98,0.0,0.0,0.0998000000000001,148227.5,163346.705,3.1644,3.4059,0.2,6.109703896384075e-05,0.0415076503384492,0.0397615681743069,0.0470119962220324,0.0662413021509598,0.0234587912127378,-0.1182266009852215,0.1886973884199918,0.2096597145993415,0.296470588235294,0.398477157360406,0.0,0.0,644908.4728,,,,424355.82,54194.99,187730.5,236625.32,,10.0,3.0,1.0,3.0,10.0,0.0,128598955.0,14.93,32.08,5162060327.54,32.08,0.0,,3659450.0,11.02,40327139.0,0.9738751814223512,U,0.0,172486693.0,172486693.0,92500.0,92500.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,1.0,0.0,0.0,0.0,,0.029053,0.0,31.0,0.0,65.0,76.0,70.0,8.25,8.25,0.0,healthy_limitup,,,,,,11.02,9.02,1.0,0.0,2.460026419282809,0.6915692338957374,76.369388,0.2729465641132242,化工原料,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260624,20260625,20260626,20260625,20260626,603386.SH,骏亚科技,6,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,-0.0510597302504818,-0.0510597302504818,0.0009633911368014,20.76,20.76,20.76,t_opening_auction,19.7,19.7,daily_ohlc_conservative_proxy,1,stop_gap_at_open,21.38,20.24,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,20.78,20.78,20.78,raw_train_pool,1.5,0,1.0,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,09:20:00,09:24:50,20.76,20.76,18.9,20.1,19.7,22.11,19.45,419754.86,888022.861,3.3831,603386,元器件,广东,主板,20170912,18.1,20.25,18.1,20.25,9.9946,18.40999467246574,9.9946,0.1167843901234567,0.1167843901234567,-0.0168383901234567,224883.44,432723.89,6.8914,16.1987,1.07,2.309694525994393e-05,0.0386539487774196,0.0408127693351715,0.0345104047424499,0.0734394781991374,0.0143492756603448,-0.07315761161915,0.1220172920219448,0.1231281198003326,0.1363636363636362,0.1350896860986548,0.1061728395061727,0.1167843901234567,660803.265,,,,424355.82,54194.99,187730.5,236625.32,,15.0,1.0,1.0,1.0,15.0,0.0,,,,,,0.0,,482300.0,18.1,8729630.0,0.9022133526850508,U,0.0,99350955.0,99350955.0,100204.0,100204.0,1.0,ok,,1min,241.0,10:03:00,15:00:00,1.0,0.0,1.4321,0.0,,0.008319,0.0,31.0,0.0,56.4074,67.5722,57.0,10.2,10.2,0.0,neutral_limitup,,,,,,20.25,16.57,1.0,0.0,2.370973536961356,0.6976111267187506,66.777551,0.415,元器件,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260624,20260625,20260626,20260625,20260626,603948.SH,建业股份,7,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,-0.0581778265642151,-0.0581778265642151,-0.120014635931211,27.33,27.33,27.33,t_opening_auction,25.74,25.74,daily_ohlc_conservative_proxy,1,stop_gap_at_open,28.15,26.65,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,24.05,24.05,24.05,raw_train_pool,1.5,0,1.0,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,09:20:00,09:24:50,27.33,28.24,25.8,25.88,25.74,25.88,24.0,52897.5,131350.759,-7.0711,603948,化工原料,浙江,主板,20200302,24.52,26.92,24.52,26.92,10.0123,24.469991082815287,10.0123,0.0980793164933136,0.0980793164933136,0.0020436835066863,28678.0,76346.577,1.7649,6.4679,1.62,0.0001311427492027,0.0493765088081438,0.0397061486804442,0.0377736344787731,0.0540113200925283,0.0215240544234057,-0.1205915813424345,0.1798892702446134,0.1114781172584642,0.0682539682539684,0.1358649789029538,0.0891530460624072,0.0980793164933136,437420.9264,,,,424355.82,54194.99,187730.5,236625.32,,10.0,3.0,1.0,3.0,10.0,0.0,,,,,,0.0,,31100.0,24.52,762572.0,0.5714804063860668,U,0.0,28010260.0,28010260.0,93330.0,93330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.92,22.02,1.0,0.0,2.284106367909671,0.6942436056974057,66.928571,0.5394931282264485,化工原料,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260624,20260625,20260626,20260625,20260626,605598.SH,上海港湾,8,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,-0.0259195260429523,-0.0259195260429523,-0.0209824734633423,40.51,40.51,40.51,t_opening_auction,39.46,39.46,daily_ohlc_conservative_proxy,1,stop_gap_at_open,41.73,39.5,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,39.66,39.66,39.66,raw_train_pool,1.5,0,1.0,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,09:20:00,09:24:50,40.51,42.27,39.0,39.34,39.46,41.8,37.59,157160.8,622549.503,0.8134,605598,建筑工程,上海,主板,20210917,35.3,38.43,34.04,38.43,9.9886,34.93998468932235,9.9886,0.1256440161332292,0.0895821800676555,0.0103038199323443,90473.0,330502.283,3.7229,12.0604,1.43,3.0222484121236768e-05,0.0505360300487893,0.0400115152905597,0.0352619106484533,0.0626141866306874,0.0164478839874617,-0.289259560618389,0.3409693552543041,0.0674999999999999,0.0572214580467675,-0.0018181818181818,0.1142336716107208,0.1256440161332292,933913.5624,,,,424355.82,54194.99,187730.5,236625.32,,5.0,5.0,1.0,5.0,5.0,0.0,,,,,,0.0,,13800.0,35.3,487140.0,0.4820391872278665,U,0.0,33384141.0,33384141.0,131744.0,131744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.43,31.45,1.0,0.0,2.29064981172236,0.691726492912405,73.397959,0.328751396590983,建筑工程,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260624,20260625,20260626,20260625,20260626,601133.SH,柏诚股份,9,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_take_profit_daily_proxy,0.0300441826215021,0.0300441826215021,0.127540500736377,33.95,33.95,33.95,t_opening_auction,34.97,34.77,daily_ohlc_conservative_proxy,1,take_profit_daily_proxy,34.97,33.1,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,38.28,38.28,38.28,raw_train_pool,1.5,0,1.0,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,09:20:00,09:24:50,33.95,35.13,33.1,34.8,34.77,38.28,34.35,370441.89,1387134.57,10.0,601133,建筑工程,江苏,主板,20230410,28.89,32.37,28.82,32.37,9.9898,29.430001691065897,9.9898,0.120625205437133,0.1182466802594994,-0.0183486802594994,285058.69,894802.16,5.436,19.0819,1.02,1.1164255571309751e-05,0.0575469039618615,0.0554085658035928,0.0506250949592571,0.080278603811551,0.0191597936153193,-0.1321013004791238,0.2018861890537003,0.0877016129032257,0.0096693699313785,0.1298429319371727,0.1096694470188445,0.120625205437133,1703317.4925,,,,424355.82,54194.99,187730.5,236625.32,,5.0,5.0,1.0,5.0,5.0,0.0,,,,,,0.0,,121400.0,28.89,3507246.0,0.8133164005805515,U,1.0,14524419.0,14524419.0,111007.0,144455.0,1.0,ok,,1min,241.0,11:11:00,15:00:00,1.0,0.0,0.3707,0.0,,0.067642,0.0,31.0,0.0,62.7757,64.0827,45.0,12.0,12.0,0.0,neutral_limitup,,,,,,32.37,26.49,1.0,0.0,1.767685490177107,0.6569268767892283,74.148979,0.1643756982954915,建筑工程,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260624,20260625,20260626,20260625,20260626,603317.SH,天味食品,10,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,-0.0930869267624914,-0.0930869267624914,-0.0999315537303215,14.61,14.61,14.61,t_opening_auction,13.25,13.25,daily_ohlc_conservative_proxy,1,stop_gap_at_open,15.05,14.24,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,13.15,13.15,13.15,raw_train_pool,1.5,0,1.0,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,09:20:00,09:24:50,14.61,14.7,13.28,13.29,13.25,14.12,13.14,263397.56,353859.755,-1.0534,603317,食品,四川,主板,20190416,14.59,14.75,14.45,14.75,9.9925,13.410005227629156,9.9925,0.0223713559322034,0.0119313898305084,0.0879936101694915,58353.75,85533.816,0.5482,1.8809,0.72,0.0001168251396617,0.0420540204370587,0.0326709294336755,0.0293691597382726,0.0430511213506938,0.0134225761627782,-0.1242484969939881,0.1670402328950389,0.0991058122205663,0.0790051207022677,0.1106927710843375,0.0203389830508475,0.0223713559322034,1570159.035,,,,424355.82,54194.99,187730.5,236625.32,,,,0.0,,,0.0,,,,,,0.0,,934200.0,14.59,13629978.0,0.9334179970972424,U,0.0,53767068.0,53767068.0,93043.0,93043.0,1.0,ok,,1min,241.0,09:31:00,15:00:00,1.0,0.0,2.0339,0.0,,0.034778,0.0,31.0,0.0,52.7966,72.339,70.0,8.25,8.25,0.0,neutral_limitup,,,,,,14.75,12.07,1.0,0.0,2.065468846152528,0.6475314558191471,79.659184,0.005,食品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
