trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,realized_ret_open_to_tplus1_open_0930,realized_ret_t1_to_t2,premium_ret_t1_to_t2,entry_price_t1,entry_price_t_opening_auction,entry_price_proxy_t1,entry_price_proxy_mode,exit_price_tplus1_timed,exit_price_tplus1_open,exit_price_source,exit_on_time,exit_reason,take_profit_price_tplus1,stop_loss_price_tplus1,latest_exit_time,exit_policy_version,exit_price_t2_close,close_t2,close_t2,dataset_split,sample_weight,is_cold_start,feature_coverage_score,eret_truth_version,return_holding_mode,execution_contract,buy_window_start,buy_window_end,open_t1,high_t1,low_t1,close_t1,open_t2,high_t2,low_t2,vol_t2,amount_t2,pct_chg_t2,symbol,board,area,market,list_date,open,high,low,close,pct_chg,pre_close_est,returns_1d,high_low_range,candle_body,gap_open,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,amihud_illiquidity,volatility_5d,volatility_10d,volatility_20d,atr,downside_vol,max_drawdown_20d,tail_risk_score,ret_2d,ret_5d,ret_10d,bid_ask_proxy,spread_proxy,total_mv,float_mv,pe_ttm,pb,north_money_market,south_money_market,hgt_market,sgt_market,market_regime,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,top_list_net_buy,top_net_rate,amount_rate,float_values,abnormal_volume,has_namechange_record,latest_change_reason,auction_vol,auction_price,auction_amount,auction_strength_score,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,intraday_available,intraday_status,intraday_missing_reason,minute_freq,minute_rows,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_tag,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,prior_prob_prior,prior_strength_score,prior_theme_boost,prior_board,prior_prob_prior__is_missing,prior_strength_score__is_missing,prior_theme_boost__is_missing,pct_chg_t2__is_missing,amount_t2__is_missing,ret_2d__is_missing,ret_5d__is_missing,ret_10d__is_missing,volatility_5d__is_missing,volatility_10d__is_missing,volatility_20d__is_missing,atr__is_missing,downside_vol__is_missing,max_drawdown_20d__is_missing,tail_risk_score__is_missing,bid_ask_proxy__is_missing,spread_proxy__is_missing
20260820,20260821,20260824,20260821,20260824,002552.SZ,宝鼎科技,2,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,0.0145614035087719,0.0145614035087719,0.0149122807017545,57.0,57.0,57.0,t_opening_auction,57.83,57.83,tplus1_open_0930,1,fixed_open_0930,,,09:30,tplus1_open_0930_v1,57.85,57.85,57.85,raw_train_pool,1.75,0,1.0,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,09:20:00,09:24:50,57.0,57.04,52.5,55.14,57.83,58.5,52.5,422517.09,2367079.41749,4.9148,2552,元件,浙江,主板,20110225,53.28,57.04,50.02,57.04,10.0096,51.85002036185933,10.0096,0.1353904964936885,0.0725168471248246,0.0275791528751753,385099.98,2128262.36592,10.4504,28.7596,0.9,4.7031795328829565e-06,0.0729728791408258,0.0705481467502849,0.0770617744590769,0.0998827569991162,0.0248049342347088,-0.1966717095310135,0.2985384182247993,-0.0097222222222222,-0.027616774633481,0.3182343425005776,0.123071528751753,0.1353904964936885,2213068.1512,,,,286248.93,54726.46,134857.84,151391.09,,,,0.0,,,0.0,270221487.0,12.7,27.55,21019427604.56,27.55,0.0,,514400,53.28,27407232.0,0.9774939941838412,U,5.0,65533256.0,65533256.0,95203.0,140630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.04,46.67,1.0,0.0,1.2480168119765904,0.262735317245255,60.016949,0.0164,元件,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260820,20260821,20260824,20260821,20260824,002880.SZ,卫光生物,3,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,-0.0405405405405404,-0.0405405405405404,-0.0765765765765765,22.2,22.2,22.2,t_opening_auction,21.3,21.3,tplus1_open_0930,1,fixed_open_0930,,,09:30,tplus1_open_0930_v1,20.5,20.5,20.5,raw_train_pool,1.75,0,1.0,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,09:20:00,09:24:50,22.2,22.64,20.97,21.12,21.3,21.45,20.27,37652.0,78404.766,-2.9356,2880,生物制品,深圳,主板,20170616,20.25,21.89,20.25,21.89,10.0,19.9,10.0,0.0824120603015075,0.0824120603015075,0.0175879396984925,27096.06,58704.78284,1.1947,4.3444,1.7,0.0001703438717634,0.047151669219609,0.0347412346943682,0.0298589025014742,0.0383256198126214,0.0113937208784604,-0.053732762719924,0.0949853860998587,0.0719882468168462,0.0408939610080836,0.0901394422310757,0.0749200548195523,0.0824120603015075,496465.2,,,,286248.93,54726.46,134857.84,151391.09,,14.0,1.0,1.0,1.0,14.0,0.0,,,,,,0.0,,5900,20.25,119475.0,0.3901883929700341,U,0.0,55848920.0,55848920.0,93345.0,93345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.89,17.91,1.0,0.0,2.319328430093605,0.2620877031927442,48.881356,0.83,生物制品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260820,20260821,20260824,20260821,20260824,002491.SZ,通鼎互联,4,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,0.0967098703888336,0.0967098703888336,0.0373878364905284,20.06,20.06,20.06,t_opening_auction,22.0,22.0,tplus1_open_0930,1,fixed_open_0930,,,09:30,tplus1_open_0930_v1,20.81,20.81,20.81,raw_train_pool,1.5,0,1.0,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,09:20:00,09:24:50,20.06,21.2,19.47,21.2,22.0,22.24,20.25,2986076.34,6300785.70422,-1.8396,2491,通信设备,江苏,主板,20101021,17.91,19.27,17.18,19.27,9.9886,17.519997527016436,9.9886,0.1192922542812662,0.0776255817332641,0.0222604182667358,2247407.28,4235345.28645,19.103,28.8703,0.92,2.358390951490118e-06,0.0692910076938282,0.0578408927723931,0.057064867284565,0.0816714094696059,0.0282252521946261,-0.1671695835847917,0.252459703063983,-0.0102722136620441,0.0174234424498416,0.1664648910411621,0.1084587441619097,0.1192922542812662,2370199.4015,,,,286248.93,54726.46,134857.84,151391.09,,3.0,7.0,1.0,7.0,3.0,0.0,345615788.81,8.16,21.98,22670553698.92,21.98,0.0,,800000,17.91,14328000.0,0.9554937413073712,U,13.0,235984274.0,235984274.0,100012.0,140612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.27,15.77,1.0,0.0,1.614369227097456,0.2617321985475195,60.728814,0.1800599148755985,通信设备,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260820,20260821,20260824,20260821,20260824,600613.SH,神奇制药,5,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,0.2103896103896103,0.2103896103896103,0.2857142857142858,7.7,7.7,7.7,t_opening_auction,9.32,9.32,tplus1_open_0930,1,fixed_open_0930,,,09:30,tplus1_open_0930_v1,9.9,9.9,9.9,raw_train_pool,1.5,0,1.0,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,09:20:00,09:24:50,7.7,9.19,7.7,9.0,9.32,9.9,9.04,975750.3,937738.751,10.0,600613,化学制药,上海,主板,19920820,8.56,8.56,8.5,8.56,10.0257,7.780000490794424,10.0257,0.0077120817757009,0.0,0.1002569999999999,601592.18,514941.963,12.551,22.9514,0.97,1.9469572729305807e-05,0.039000786988489,0.0445652305371136,0.0427589283879225,0.0656543262624349,0.0118597280353832,-0.0159362549800795,0.0705549114033853,0.1030927835051547,0.4682675814751287,0.7120000000000002,0.0070093457943925,0.0077120817757009,457165.2896,,,,286248.93,54726.46,134857.84,151391.09,,12.0,2.0,1.0,2.0,12.0,0.0,134023116.52,26.03,53.35,4130354836.68,53.35,0.0,,21875200,8.56,187251712.0,0.9984827411809332,U,0.0,339477461.0,339477461.0,93004.0,93004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56,7.0,1.0,0.0,2.6714126150208983,0.2427465504434123,75.050847,0.679305707944409,化学制药,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260820,20260821,20260824,20260821,20260824,600250.SH,南京商旅,6,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,-0.0826530612244899,-0.0826530612244899,-0.0316326530612246,9.8,9.8,9.8,t_opening_auction,8.99,8.99,tplus1_open_0930,1,fixed_open_0930,,,09:30,tplus1_open_0930_v1,9.49,9.49,9.49,raw_train_pool,1.5,0,1.0,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,09:20:00,09:24:50,9.8,10.16,9.12,9.15,8.99,9.58,8.99,481220.87,447570.841,3.7158,600250,旅游及景,江苏,主板,20010306,8.61,9.24,8.44,9.24,10.0,8.4,10.0,0.0952380952380953,0.0750000000000001,0.0249999999999998,276331.99,248528.336,8.8344,18.606,5.7,4.023686055661677e-05,0.0417636189134112,0.0322221913882866,0.0260292785404277,0.0295448871225617,0.0090903955916869,-0.0289017341040462,0.0640214082361609,0.0909090909090908,0.0819672131147541,0.0934911242603551,0.0865800865800866,0.0952380952380953,289019.2536,,,,286248.93,54726.46,134857.84,151391.09,,,,0.0,,,0.0,,,,,,0.0,,89500,8.61,770595.0,0.6906056391452775,U,2.0,59698725.0,59698725.0,94317.0,102138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.24,7.56,1.0,0.0,1.4074407445928498,0.2367229644304284,60.694915,0.01,旅游及景,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260820,20260821,20260824,20260821,20260824,600683.SH,京投发展,7,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,-0.0310077519379845,-0.0310077519379845,-0.0455426356589148,10.32,10.32,10.32,t_opening_auction,10.0,10.0,tplus1_open_0930,1,fixed_open_0930,,,09:30,tplus1_open_0930_v1,9.85,9.85,9.85,raw_train_pool,1.5,0,1.0,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,09:20:00,09:24:50,10.32,10.6,9.9,10.01,10.0,10.49,9.64,377070.45,375758.076,-1.5984,600683,房地产开发,北京,主板,19931025,9.87,10.65,9.81,10.65,10.0207,9.6799965824613,10.0207,0.086776890140845,0.0805785408450705,0.0196284591549293,770123.47,795905.652,10.3961,23.5113,1.25,1.2590311395351168e-05,0.0781780453734305,0.084679206093767,0.0694748310763771,0.0975330782020051,0.0320728249074289,-0.251353441608662,0.3529010975924681,-0.0102230483271374,-0.1763341067285382,0.2047511312217196,0.0788732394366197,0.086776890140845,788928.144,,,,286248.93,54726.46,134857.84,151391.09,,,,0.0,,,0.0,,,,,,0.0,,424200,9.87,4186854.0,0.8858262738652168,U,5.0,64654020.0,64654020.0,130555.0,144452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.65,8.71,1.0,0.0,1.2469253664918472,0.2354040632554667,63.915254,0.01,房地产开发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260820,20260821,20260824,20260821,20260824,002940.SZ,昂利康,8,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,-0.0531227566403446,-0.0531227566403446,-0.0922469490308686,27.86,27.86,27.86,t_opening_auction,26.38,26.38,tplus1_open_0930,1,fixed_open_0930,,,09:30,tplus1_open_0930_v1,25.29,25.29,25.29,raw_train_pool,1.5,0,1.0,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,09:20:00,09:24:50,27.86,27.86,25.65,26.39,26.38,26.69,24.85,125499.78,319571.03063,-4.1682,2940,化学制药,浙江,主板,20181023,28.07,28.41,27.27,28.41,9.9884,25.829996617825152,9.9884,0.0441347328405491,0.0131629904963041,0.0867210095036958,185416.88,520697.28157,10.0077,16.981,2.09,1.918273890327044e-05,0.0472539793843138,0.0339792071028556,0.0328468028484114,0.039505020473033,0.0207948999292332,-0.0479869865799105,0.1016286893575551,0.0553491827637444,0.0514433752775722,0.1063084112149532,0.0401267159450897,0.0441347328405491,573109.8162,,,,286248.93,54726.46,134857.84,151391.09,,12.0,2.0,1.0,2.0,12.0,0.0,,,,,,0.0,,343200,28.07,9633624.0,0.9386774560627134,U,1.0,110562628.0,110562628.0,93003.0,100018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.41,23.25,1.0,0.0,1.887247657184118,0.2244110234473298,61.20339,0.6729057079444091,化学制药,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260820,20260821,20260824,20260821,20260824,601877.SH,正泰电器,9,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,-0.0354874859917818,-0.0354874859917818,-0.0205453866268211,26.77,26.77,26.77,t_opening_auction,25.82,25.82,tplus1_open_0930,1,fixed_open_0930,,,09:30,tplus1_open_0930_v1,26.22,26.22,26.22,raw_train_pool,1.5,0,1.0,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,09:20:00,09:24:50,26.77,26.77,25.75,25.82,25.82,26.63,25.71,391462.37,1030423.32,1.5492,601877,电网设备,浙江,主板,20100121,25.09,26.28,25.09,26.28,10.0042,23.889996927390047,10.0042,0.0498116430745814,0.0498116430745814,0.0502303569254184,396295.33,1034728.761,1.8441,3.9257,2.35,9.668427492371598e-06,0.0468932501366625,0.0338702993695775,0.0275467366747381,0.0256698167697139,0.0122901588661577,-0.0768933539412672,0.1167302494821631,0.0618181818181817,0.0395569620253164,0.0350531705395824,0.0452815829528158,0.0498116430745814,5647490.532,,,,286248.93,54726.46,134857.84,151391.09,,3.0,6.0,1.0,6.0,3.0,0.0,,,,,,0.0,,815597,25.09,20463329.0,0.9682640030345177,U,1.0,99737856.0,99737856.0,93732.0,101035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.28,21.5,1.0,0.0,1.8738102541173944,0.219331223624292,55.508475,0.2454420922806225,电网设备,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260820,20260821,20260824,20260821,20260824,600539.SH,狮头股份,10,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,-0.0195312499999998,-0.0195312499999998,-0.0325520833333332,15.36,15.36,15.36,t_opening_auction,15.06,15.06,tplus1_open_0930,1,fixed_open_0930,,,09:30,tplus1_open_0930_v1,14.86,14.86,14.86,raw_train_pool,1.5,0,1.0,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,09:20:00,09:24:50,15.36,15.65,14.05,15.11,15.06,15.65,14.79,198120.0,299735.853,-1.6545,600539,互联网电,山西,主板,20010824,13.96,15.36,13.75,15.36,10.0287,13.959994074273348,10.0287,0.1153295618489582,0.1002865755208332,4.24479166749689e-07,287189.01,432387.996,12.4865,20.7991,2.17,2.3193752122572803e-05,0.0464429742350402,0.0450306756039459,0.0553793077397212,0.0661758347066877,0.0318081475468862,-0.2776877363587251,0.3648751916453325,0.0556701030927833,0.0741258741258741,0.0527758738862234,0.1048177083333333,0.1153295618489582,353280.0,,,,286248.93,54726.46,134857.84,151391.09,,,,0.0,,,0.0,53424817.0,12.36,28.67,3532800000.0,28.67,0.0,,38300,13.96,534668.0,0.6344670628398028,U,2.0,38572032.0,38572032.0,95747.0,102626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.36,12.56,1.0,0.0,1.3812149830425895,0.2189664592219242,65.881356,0.0164,互联网电,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260820,20260821,20260824,20260821,20260824,002030.SZ,达安基因,11,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,-0.0325342465753423,-0.0325342465753423,-0.0770547945205479,5.84,5.84,5.84,t_opening_auction,5.65,5.65,tplus1_open_0930,1,fixed_open_0930,,,09:30,tplus1_open_0930_v1,5.39,5.39,5.39,raw_train_pool,1.25,0,1.0,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,09:20:00,09:24:50,5.84,5.9,5.57,5.6,5.65,5.66,5.35,339223.66,184796.25933,-3.75,2030,医疗器械,广东,主板,20040809,5.73,5.97,5.72,5.97,9.9448,5.429997598795032,9.9448,0.0460405360134003,0.0441989145728642,0.0552490854271357,359430.31,213092.19632,2.5611,3.7459,1.31,4.666900136064073e-05,0.0471099781667626,0.0338701550455569,0.026390385852395,0.0332702160887378,0.0092883547884546,-0.0589254766031195,0.0946042172439691,0.0622775800711743,0.0547703180212013,0.0718132854578095,0.0418760469011725,0.0460405360134003,837857.262,,,,286248.93,54726.46,134857.84,151391.09,,4.0,3.0,1.0,3.0,4.0,0.0,,,,,,0.0,,1167400,5.73,6689202.0,0.9193324061196104,U,1.0,84974263.0,84974263.0,93145.0,93218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97,4.89,1.0,0.0,1.8554833692782435,0.211816490639243,43.305085,0.5394931282264485,医疗器械,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
