trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,realized_ret_t1_to_t2,premium_ret_t1_to_t2,entry_price_t1,entry_price_proxy_t1,entry_price_proxy_mode,exit_price_t2_close,close_t2,close_t2,dataset_split,sample_weight,is_cold_start,feature_coverage_score,eret_truth_version,return_holding_mode,buy_window_start,buy_window_end,open_t1,open_t2,high_t2,low_t2,vol_t2,amount_t2,pct_chg_t2,symbol,board,area,market,list_date,open,high,low,close,pct_chg,pre_close_est,returns_1d,high_low_range,candle_body,gap_open,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,amihud_illiquidity,volatility_5d,volatility_10d,volatility_20d,atr,downside_vol,max_drawdown_20d,tail_risk_score,ret_2d,ret_5d,ret_10d,bid_ask_proxy,spread_proxy,total_mv,float_mv,pe_ttm,pb,north_money_market,south_money_market,hgt_market,sgt_market,market_regime,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,top_list_net_buy,top_net_rate,amount_rate,float_values,abnormal_volume,has_namechange_record,latest_change_reason,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,prior_prob_prior,prior_strength_score,prior_theme_boost,prior_board,prior_prob_prior__is_missing,prior_strength_score__is_missing,prior_theme_boost__is_missing,pct_chg_t2__is_missing,amount_t2__is_missing,ret_2d__is_missing,ret_5d__is_missing,ret_10d__is_missing,volatility_5d__is_missing,volatility_10d__is_missing,volatility_20d__is_missing,atr__is_missing,downside_vol__is_missing,max_drawdown_20d__is_missing,tail_risk_score__is_missing,bid_ask_proxy__is_missing,spread_proxy__is_missing
20260612,20260615,20260616,20260615,20260616,603065.SH,宿迁联盛,2,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,0.0963581183611532,0.0963581183611532,13.18,13.18,t1_open,14.45,14.45,14.45,raw_train_pool,1.75,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,13.18,12.8,14.74,12.74,638237.18,907517.77,7.8358,603065,化工原料,江苏,主板,20230321,13.6,13.6,13.6,13.6,10.0324,12.359995783060262,10.0324,0.0,0.0,0.100324,98637.08,134146.429,2.3543,5.2919,0.56,7.478693301630862e-05,0.0430097509499079,0.0461909375638918,0.0499472757309028,0.0716396071240267,0.0107507474787394,-0.0885922330097087,0.1492902562193511,0.1888111888111887,0.4240837696335078,0.810918774966711,0.0,0.0,569795.8979,,,,491027.71,54036.38,239113.87,251913.84,,4.0,6.0,1.0,6.0,4.0,0.0,30650137.36,10.46,60.95,5697958979.2,60.95,0.0,,U,0.0,244620371.0,244620371.0,92501.0,92501.0,,,,,,13.6,11.12,1.0,0.0,2.5359241633231084,0.637012399621234,58.043478,0.2518420922806225,化工原料,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260612,20260615,20260616,20260615,20260616,601958.SH,金钼股份,3,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,0.0598165137614679,0.0598165137614679,27.25,27.25,t1_open,28.88,28.88,28.88,raw_train_pool,1.75,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,27.25,28.1,29.76,27.1,2848493.31,8140625.409,2.8856,601958,小金属,陕西,主板,20080417,25.52,25.52,25.52,25.52,10.0,23.2,10.0,0.0,0.0,0.1,163010.94,416003.919,0.5052,1.8276,0.28,2.4038235082107483e-05,0.0595056891602465,0.0539820774421344,0.0560721189442211,0.0841057486028881,0.0258435354258893,-0.2253258845437616,0.3072415389138722,0.2100521574205784,0.1621129326047359,0.0558543649151839,0.0,0.0,8234294.4288,,,,491027.71,54036.38,239113.87,251913.84,,4.0,7.0,1.0,7.0,4.0,0.0,-17488723.25,-1.17,33.93,82342944288.0,33.93,0.0,,U,0.0,855542841.0,855542841.0,92502.0,92502.0,,,,,,25.52,20.88,1.0,0.0,3.25,0.6279717150315438,59.423913,0.1800599148755985,小金属,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260612,20260615,20260616,20260615,20260616,002088.SZ,鲁阳节能,4,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,-0.0110987791342951,-0.0110987791342951,9.01,9.01,t1_open,8.91,8.91,8.91,raw_train_pool,1.5,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,9.01,9.14,9.24,8.9,71327.4,64529.548,-3.0468,2088,矿物制品,山东,主板,20061130,8.28,8.95,8.19,8.95,9.9509,8.139997035040185,9.9509,0.0933661273743016,0.0823096122905027,0.0171993877094972,56495.04,49431.16864,1.1171,3.1483,1.93,0.0002013082084397,0.0475902900074787,0.0352451197824998,0.0292822997477096,0.0396690956430738,0.0125193252417655,-0.1199999999999998,0.161801624989475,0.0981595092024538,0.0346820809248553,0.0112994350282484,0.0849162011173184,0.0933661273743016,459244.7145,,,,491027.71,54036.38,239113.87,251913.84,,,,0.0,,,0.0,,,,,,0.0,,U,0.0,21186395.0,21186395.0,94703.0,94703.0,,,,,,8.95,7.33,1.0,0.0,2.0247636868485,0.4805141973143013,80.130435,0.01,矿物制品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260612,20260615,20260616,20260615,20260616,001696.SZ,宗申动力,5,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,0.0748299319727889,0.0748299319727889,22.05,22.05,t1_open,23.7,23.7,23.7,raw_train_pool,1.5,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,22.05,22.6,23.9,21.74,1839053.04,4222920.04751,3.7199,1696,摩托车,重庆,主板,19970306,21.31,22.84,21.24,22.84,10.0193,20.759993928338027,10.0193,0.0770713134851139,0.0736994435201401,0.0264935564798599,936725.4,2105919.05576,10.5085,13.4317,1.0,4.757685236094774e-06,0.0063211208405699,0.0504035460850936,0.0474205746463828,0.0593953474530737,0.0103185973645357,-0.1315468940316687,0.1892860660425873,0.1989501312335957,0.5751724137931034,0.5495251017639078,0.0700525394045534,0.0770713134851139,2615241.4853,,,,491027.71,54036.38,239113.87,251913.84,,,,0.0,,,0.0,79689586.61,3.78,28.05,20359535459.0,28.05,0.0,,U,1.0,164595934.0,164595934.0,95333.0,95521.0,,,,,,22.84,18.68,1.0,0.0,1.6923877170284216,0.4295006453872383,32.923913,0.0164,摩托车,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260612,20260615,20260616,20260615,20260616,603180.SH,金牌家居,6,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,-0.107037256061502,-0.107037256061502,16.91,16.91,t1_open,15.1,15.1,15.1,raw_train_pool,1.5,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,16.91,16.21,16.24,15.08,34772.96,53462.758,-7.4755,603180,家居用品,福建,主板,20170512,16.02,17.48,15.72,17.48,10.0063,15.889999027328434,10.0063,0.1107614919908466,0.0918816922196796,0.0081813077803203,46450.07,79326.011,3.0112,10.1355,3.9,0.0001261414745788,0.0445857733860872,0.0397427284043563,0.0299297795909395,0.0518137995780619,0.0106415659441743,-0.1676331049024776,0.2082044504375914,0.0803461063040791,0.0803461063040791,0.0258215962441314,0.1006864988558352,0.1107614919908466,269641.4807,,,,491027.71,54036.38,239113.87,251913.84,,,,0.0,,,0.0,,,,,,0.0,,U,4.0,594320.0,594320.0,100311.0,150000.0,,,,,,17.48,14.3,1.0,0.0,1.2006946700638688,0.2735856210404046,71.934783,0.01,家居用品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260612,20260615,20260616,20260615,20260616,003009.SZ,中天火箭,7,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,0.0044547104438212,0.0044547104438212,60.61,60.61,t1_open,60.88,60.88,60.88,raw_train_pool,1.5,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,60.61,62.61,62.61,60.85,108826.62,669685.96258,-4.502,3009,航空,陕西,主板,20200925,55.56,60.62,55.51,60.62,9.9982,55.1099927089716,9.9982,0.0927236558891455,0.0918163794127349,0.008165620587265,57888.35,342107.1471,3.515,8.2242,0.59,2.922534675102086e-05,0.0651957345381473,0.0549600010224613,0.0461675291496364,0.0628556120233986,0.0124585735069276,-0.1762684124386252,0.2348945150951893,0.0659398628450853,0.0942238267148014,0.2003960396039603,0.0842956120092378,0.0927236558891455,998516.9879,,,,491027.71,54036.38,239113.87,251913.84,,7.0,1.0,1.0,1.0,7.0,0.0,,,,,,0.0,,U,0.0,67778191.0,67778191.0,94336.0,94336.0,,,,,,60.62,49.6,1.0,0.0,2.3292224395458416,0.2059166878313719,61.304348,0.83,航空,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260612,20260615,20260616,20260615,20260616,002985.SZ,北摩高科,8,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,0.0026160889470243,0.0026160889470243,30.58,30.58,t1_open,30.66,30.66,30.66,raw_train_pool,1.5,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,30.58,30.97,31.26,30.43,93189.33,287295.03985,-1.4781,2985,航空,北京,主板,20200429,27.67,29.99,27.46,29.99,10.0147,27.25999343724066,10.0147,0.0928100003334444,0.0851064034678224,0.0150405965321774,65204.71,190610.97656,1.9703,3.6765,1.49,5.25399962832025e-05,0.0478888259893132,0.0360719131658068,0.0282917401767448,0.0384442422233787,0.0116450727734642,-0.1799037304452466,0.2198405433954558,0.0933284724753917,0.028463648834019,-0.007282356835485,0.0843614538179392,0.0928100003334444,995228.9464,,,,491027.71,54036.38,239113.87,251913.84,,7.0,1.0,1.0,1.0,7.0,0.0,,,,,,0.0,,U,0.0,129511964.0,129511964.0,95739.0,95739.0,,,,,,29.99,24.53,1.0,0.0,2.401379869941545,0.1979799005358344,58.695652,0.83,航空,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260612,20260615,20260616,20260615,20260616,001360.SZ,南矿集团,9,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,0.1016410799364742,0.1016410799364742,18.89,18.89,t1_open,20.81,20.81,20.81,raw_train_pool,1.5,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,18.89,20.1,21.4,19.85,67443.64,139358.7373,3.9461,1360,工程机械,江西,主板,20230410,17.22,18.74,17.01,18.74,9.9765,17.040004000854726,9.9765,0.1015257977588045,0.0892018569903948,0.0105631430096051,54946.95,99888.15376,4.3788,6.8567,1.43,9.987670834291733e-05,0.0552030316462023,0.0394775998113709,0.048316695170837,0.0648746621704798,0.0252172253653079,-0.2661498708010336,0.3396837913371787,0.0813618003462204,-0.0285121824779679,-0.0867446393762183,0.0923159018143008,0.1015257977588045,382296.0,,,,491027.71,54036.38,239113.87,251913.84,,,,0.0,,,0.0,,,,,,0.0,,U,0.0,9862862.0,9862862.0,110627.0,110627.0,,,,,,18.74,15.34,1.0,0.0,2.0115281918418857,0.2090118161180006,73.73913,0.01,工程机械,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260612,20260615,20260616,20260615,20260616,603014.SH,威高血净,10,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,-0.0356649156759745,-0.0356649156759745,36.17,36.17,t1_open,34.88,34.88,34.88,raw_train_pool,1.5,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,36.17,34.51,35.29,33.93,50505.18,174828.968,-0.5134,603014,医疗保健,山东,主板,20250519,34.09,36.53,34.03,36.53,9.997,33.2099966362719,9.997,0.0752785381877908,0.0734718532712837,0.026498146728716,90354.35,323510.589,8.9032,8.9032,5.92,3.0901616020982856e-05,0.0559919235274192,0.0508530246265763,0.0406507465384288,0.0496862510575827,0.0156622818453946,-0.1857492521076965,0.24206228049152,0.2100033123550844,0.1708333333333334,0.0316294831968371,0.0684369011771146,0.0752785381877908,1526055.6031,,,,491027.71,54036.38,239113.87,251913.84,,,,0.0,,,0.0,10748119.29,2.65,30.56,3707242739.46,30.56,0.0,,U,3.0,20639450.0,20639450.0,103512.0,105551.0,,,,,,36.53,29.89,1.0,0.0,1.2741243909841795,0.2598876957836636,53.73913,0.0164,医疗保健,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260612,20260615,20260616,20260615,20260616,002882.SZ,金龙羽,11,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,-0.0107719928186715,-0.0107719928186715,22.28,22.28,t1_open,22.04,22.04,22.04,raw_train_pool,1.25,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,22.28,21.84,22.54,21.7,95644.0,210484.312,0.5016,2882,电气设备,深圳,主板,20170717,20.1,21.86,19.86,21.86,10.0151,19.869999663682528,10.0151,0.1006542543458371,0.0885757438243366,0.0115752561756635,87096.0,184599.30092,3.5293,7.5915,2.27,5.4253184871703575e-05,0.0502978826646319,0.039650681759299,0.0310820865398459,0.0440570079017921,0.0111393226922144,-0.2111949186184993,0.2534163278505598,0.0811078140454995,0.0311320754716981,-0.0348785871964679,0.091491308325709,0.1006542543458371,946319.4,,,,491027.71,54036.38,239113.87,251913.84,,6.0,3.0,1.0,3.0,6.0,0.0,,,,,,0.0,,U,1.0,48024234.0,48024234.0,130551.0,131509.0,,,,,,21.86,17.88,1.0,0.0,1.8061330557612605,0.1852160875181815,58.554348,0.5394931282264485,电气设备,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
