trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
20260424,000062.SZ,深圳华强,U,34.34,34.34,28.1,11,32961008.0,104821,144757,32961008.0
20260424,000546.SZ,金圆股份,U,7.16,7.16,5.86,5,34824092.0,102745,134506,34824092.0
20260424,000889.SZ,中嘉博创,U,4.79,4.79,3.92,3,65694466.0,101448,104236,65694466.0
20260424,000906.SZ,浙商中拓,U,6.36,6.36,5.2,1,37566923.0,94339,101033,37566923.0
20260424,000925.SZ,众合科技,U,9.2,9.2,7.52,0,190241648.0,93000,93000,190241648.0
20260424,000973.SZ,佛塑科技,U,18.99,18.99,15.53,0,143572945.0,132218,132218,143572945.0
20260424,001211.SZ,双枪科技,U,34.55,34.55,28.27,0,62943190.0,103424,103424,62943190.0
20260424,001234.SZ,泰慕士,U,35.77,35.77,29.27,0,200365655.0,94645,94645,200365655.0
20260424,001339.SZ,智微智能,U,80.74,80.74,66.06,0,100795816.0,133427,133427,100795816.0
20260424,002127.SZ,南极电商,U,3.08,3.08,2.52,0,30690151.0,100903,100903,30690151.0
20260424,002176.SZ,江特电机,U,13.62,13.62,11.14,0,143231270.0,103609,103609,143231270.0
20260424,002192.SZ,融捷股份,U,86.28,86.28,70.6,2,155752656.0,104712,130330,155752656.0
20260424,002240.SZ,盛新锂能,U,50.93,50.93,41.67,0,229427579.0,140145,140145,229427579.0
20260424,002290.SZ,禾盛新材,U,81.35,81.35,66.56,14,16920800.0,92500,145003,16920800.0
20260424,002313.SZ,日海智能,U,9.64,9.64,7.88,1,68628586.0,93124,94300,68628586.0
20260424,002331.SZ,皖通科技,U,9.91,9.91,8.11,3,27538899.0,105133,111618,27538899.0
20260424,002406.SZ,远东传动,U,8.43,8.43,6.89,0,56623230.0,130233,130233,56623230.0
20260424,002407.SZ,多氟多,U,33.04,33.04,27.04,0,313490954.0,140712,140712,313490954.0
20260424,002756.SZ,永兴材料,U,78.21,78.21,63.99,0,83815310.0,140454,140454,83815310.0
20260424,002787.SZ,华源控股,U,21.38,21.38,17.5,0,74252740.0,93442,93442,74252740.0
20260424,002795.SZ,永和智控,U,8.86,8.86,7.25,0,52213822.0,95921,95921,52213822.0
20260424,002810.SZ,山东赫达,U,28.91,28.91,23.65,0,33375062.0,130600,130600,33375062.0
20260424,002812.SZ,恩捷股份,U,77.18,77.18,63.14,16,169518769.0,104021,132221,169518769.0
20260424,002990.SZ,盛视科技,U,54.11,54.11,44.27,5,21726896.0,133954,140300,21726896.0
20260424,002999.SZ,天禾股份,U,7.66,7.66,6.26,1,32189311.0,95257,95336,32189311.0
20260424,003036.SZ,泰坦股份,U,33.59,33.59,27.49,2,16674008.0,94145,103715,16674008.0
20260424,300283.SZ,温州宏丰,U,11.75,11.75,7.83,0,72353797.0,101557,101557,72353797.0
20260424,300422.SZ,博世科,U,5.56,5.56,3.7,0,61138582.0,93124,93124,61138582.0
20260424,300613.SZ,富瀚微,U,56.08,56.08,37.38,1,84963779.0,93151,111036,84963779.0
20260424,301077.SZ,星华新材,U,38.59,38.59,25.73,0,28363032.0,130000,130000,28363032.0
20260424,600152.SH,维科技术,U,12.96,12.96,10.6,1,94569120.0,93607,94001,94569120.0
20260424,600208.SH,衢州发展,U,4.73,4.73,3.87,2,116199696.0,100434,101546,116199696.0
20260424,600338.SH,西藏珠峰,U,22.57,22.57,18.47,10,42621188.0,104153,141347,42621188.0
20260424,600370.SH,三房巷,U,2.64,2.64,2.16,0,14968800.0,100331,100331,14968800.0
20260424,600499.SH,科达制造,U,19.81,19.81,16.21,0,96209325.0,103718,103718,96209325.0
20260424,600527.SH,江南高纤,U,2.75,2.75,2.25,1,34993860.0,94724,95218,34993860.0
20260424,600537.SH,亿晶光电,U,3.72,3.72,3.04,0,67970352.0,141808,141808,67970352.0
20260424,600545.SH,卓郎智能,U,4.74,4.74,3.88,0,91673339.0,144144,144144,91673339.0
20260424,600633.SH,浙数文化,U,15.09,15.09,12.35,6,9690798.0,103545,104906,9690798.0
20260424,600726.SH,华电能源,U,5.8,5.8,4.74,16,22411780.0,93457,143121,22411780.0
20260424,600770.SH,综艺股份,U,6.97,6.97,5.71,1,123578992.0,92502,93341,123578992.0
20260424,600826.SH,兰生股份,U,10.32,10.32,8.44,1,23508072.0,93037,93649,23508072.0
20260424,603016.SH,新宏泰,U,58.04,58.04,47.48,0,108581115.0,93543,93543,108581115.0
20260424,603060.SH,国检集团,U,7.29,7.29,5.97,0,46239653.0,94336,94336,46239653.0
20260424,603066.SH,音飞储存,U,11.12,11.12,9.1,0,30071816.0,93000,93000,30071816.0
20260424,603272.SH,联翔股份,U,22.09,22.09,18.07,0,96369834.0,93845,93845,96369834.0
20260424,603318.SH,水发燃气,U,11.39,11.39,9.32,0,119160129.0,92502,92502,119160129.0
20260424,603365.SH,水星家纺,U,22.85,22.85,18.69,0,107715791.0,93756,93756,107715791.0
20260424,603390.SH,通达电气,U,14.6,14.6,11.94,0,32184240.0,102439,102439,32184240.0
20260424,603520.SH,司太立,U,11.64,11.64,9.52,2,32261424.0,103312,104430,32261424.0
20260424,603599.SH,广信股份,U,15.17,15.17,12.41,1,26835730.0,101310,130522,26835730.0
20260424,603655.SH,朗博科技,U,47.52,47.52,38.88,2,33943440.0,101601,102149,33943440.0
20260424,603680.SH,今创集团,U,14.03,14.03,11.48,0,86214265.0,130332,130332,86214265.0
20260424,603819.SH,神力股份,U,15.31,15.31,12.53,0,100357953.0,134336,134336,100357953.0
20260424,603876.SH,鼎胜新材,U,26.95,26.95,22.05,0,74568494.0,132541,132541,74568494.0
20260424,603937.SH,丽岛新材,U,13.85,13.85,11.33,0,82054325.0,131741,131741,82054325.0
20260424,603967.SH,中创物流,U,14.73,14.73,12.05,0,100242069.0,93918,93918,100242069.0
