trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
20260318,000020.SZ,深华发Ａ,U,19.28,19.28,15.78,0,531035209.0,92500,92500,531035209.0
20260318,000037.SZ,深南电A,U,10.54,10.54,8.62,0,48484000.0,93018,93018,48484000.0
20260318,000048.SZ,京基智农,U,21.3,21.3,17.42,0,158411997.0,102509,102509,158411997.0
20260318,000539.SZ,粤电力Ａ,U,5.61,5.61,4.59,0,121819915.0,92500,92500,121819915.0
20260318,000601.SZ,韶能股份,U,6.73,6.73,5.51,0,351132298.0,92500,92500,351132298.0
20260318,000815.SZ,美利云,U,17.56,17.56,14.36,0,219400188.0,100306,100306,219400188.0
20260318,000990.SZ,诚志股份,U,10.79,10.79,8.83,0,119560062.0,93930,93930,119560062.0
20260318,001287.SZ,中电港,U,24.64,24.64,20.16,0,147993531.0,100312,100312,147993531.0
20260318,001389.SZ,广合科技,U,119.68,119.68,97.92,0,127802681.0,111754,111754,127802681.0
20260318,001400.SZ,江顺科技,U,139.73,139.73,114.33,0,95631351.0,133706,133706,95631351.0
20260318,002323.SZ,雅博股份,U,3.03,3.03,2.48,0,146865627.0,93015,93015,146865627.0
20260318,002339.SZ,积成电子,U,12.51,12.51,10.23,0,110368849.0,93936,93936,110368849.0
20260318,002432.SZ,九安医疗,U,59.95,59.95,49.05,0,213423258.0,132618,132618,213423258.0
20260318,002445.SZ,中南文化,U,4.07,4.07,3.33,6,83606115.0,94218,95115,83606115.0
20260318,002565.SZ,顺灏股份,U,16.21,16.21,13.27,1,176087025.0,104306,111130,176087025.0
20260318,002667.SZ,威领股份,U,31.58,31.58,25.84,0,112797444.0,103757,103757,112797444.0
20260318,002913.SZ,奥士康,U,50.92,50.92,41.66,0,138463344.0,102012,102012,138463344.0
20260318,003018.SZ,金富科技,U,27.27,27.27,22.31,0,117116414.0,101645,101645,117116414.0
20260318,300042.SZ,朗科科技,U,61.08,61.08,40.72,0,97148289.0,145512,145512,97148289.0
20260318,300302.SZ,同有科技,U,24.83,24.83,16.55,2,210133012.0,95321,100836,210133012.0
20260318,300571.SZ,平治信息,U,35.24,35.24,23.5,0,143194216.0,130315,130315,143194216.0
20260318,301128.SZ,强瑞技术,U,130.02,130.02,86.68,0,85185333.0,140809,140809,85185333.0
20260318,301191.SZ,菲菱科思,U,127.94,127.94,85.3,0,71005420.0,145506,145506,71005420.0
20260318,301306.SZ,西测测试,U,131.21,131.21,87.47,1,94025086.0,111836,130027,94025086.0
20260318,301428.SZ,世纪恒通,U,39.79,39.79,26.53,0,89871842.0,110018,110018,89871842.0
20260318,600307.SH,酒钢宏兴,U,2.42,2.42,1.98,2,70799469.0,94152,100422,70799469.0
20260318,600370.SH,三房巷,U,3.63,3.63,2.97,7,18258718.0,93429,142723,18258718.0
20260318,600396.SH,华电辽能,U,5.17,5.17,4.23,0,224291536.0,92503,92503,224291536.0
20260318,600468.SH,百利电气,U,8.97,8.97,7.34,1,75016863.0,93215,94833,75016863.0
20260318,600513.SH,联环药业,U,22.48,22.48,18.4,0,117302865.0,111504,111504,117302865.0
20260318,600590.SH,泰豪科技,U,15.44,15.44,12.64,0,193431733.0,143650,143650,193431733.0
20260318,600602.SH,云赛智联,U,22.61,22.61,18.5,2,106481795.0,132544,134156,106481795.0
20260318,600666.SH,奥瑞德,U,4.44,4.44,3.64,3,123694137.0,93336,95830,123694137.0
20260318,603016.SH,新宏泰,U,34.63,34.63,28.33,3,23745791.0,135226,141502,23745791.0
20260318,603052.SH,可川科技,U,63.49,63.49,51.95,2,26896713.0,110138,135929,26896713.0
20260318,603088.SH,宁波精达,U,13.32,13.32,10.9,2,38760187.0,93900,110836,38760187.0
20260318,603098.SH,森特股份,U,17.36,17.36,14.2,1,27128836.0,94648,103506,27128836.0
20260318,603115.SH,海星股份,U,32.99,32.99,26.99,0,89086196.0,141025,141025,89086196.0
20260318,603168.SH,莎普爱思,U,7.8,7.8,6.38,0,68401920.0,94515,94515,68401920.0
20260318,603189.SH,网达软件,U,20.08,20.08,16.43,1,27089928.0,134021,134648,27089928.0
20260318,603220.SH,中贝通信,U,27.56,27.56,22.55,2,85569886.0,132157,133645,85569886.0
20260318,603311.SH,金海高科,U,17.42,17.42,14.26,0,67101840.0,131416,131416,67101840.0
20260318,603316.SH,诚邦股份,U,16.39,16.39,13.41,1,53110156.0,94942,95727,53110156.0
20260318,603387.SH,基蛋生物,U,10.38,10.38,8.5,1,75511240.0,93048,93209,75511240.0
20260318,603489.SH,八方股份,U,36.67,36.67,30.01,1,70678344.0,93931,95622,70678344.0
20260318,603601.SH,再升科技,U,11.77,11.77,9.63,3,118489767.0,94515,100657,118489767.0
20260318,603615.SH,茶花股份,U,20.85,20.85,17.06,0,25858170.0,132350,132350,25858170.0
20260318,603618.SH,杭电股份,U,20.09,20.09,16.43,0,69200005.0,144016,144016,69200005.0
20260318,603687.SH,大胜达,U,11.06,11.06,9.05,0,74447072.0,111351,111351,74447072.0
20260318,603757.SH,大元泵业,U,48.71,48.71,39.85,0,118146105.0,95816,95816,118146105.0
20260318,603803.SH,瑞斯康达,U,13.13,13.13,10.75,3,32091033.0,94244,101614,32091033.0
20260318,603881.SH,数据港,U,38.74,38.74,31.7,2,322220221.0,130045,131215,322220221.0
20260318,603897.SH,长城科技,U,33.14,33.14,27.12,3,18935466.0,93107,93813,18935466.0
20260318,603912.SH,佳力图,U,10.24,10.24,8.38,0,85286799.0,95104,95104,85286799.0
20260318,605058.SH,澳弘电子,U,35.49,35.49,29.03,2,48337380.0,94341,110059,48337380.0
20260318,605286.SH,同力天启,U,51.4,51.4,42.06,0,150422100.0,94134,94134,150422100.0
20260318,688328.SH,深科达,U,50.15,50.15,33.43,0,71135417.0,131644,131644,71135417.0
