trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
20260514,000159.SZ,国际实业,U,6.89,6.89,5.63,0,45643797.0,131912,131912,45643797.0
20260514,001210.SZ,金房能源,U,29.4,29.4,24.06,6,4953576.0,93830,134327,4953576.0
20260514,001223.SZ,欧克科技,U,70.77,70.77,57.91,1,51069401.0,131315,144324,51069401.0
20260514,001259.SZ,利仁科技,U,55.0,55.0,45.0,0,250826565.0,92500,92500,250826565.0
20260514,001267.SZ,汇绿生态,U,69.78,69.78,57.1,2,83022708.0,135206,140127,83022708.0
20260514,002124.SZ,天邦食品,U,3.07,3.07,2.51,3,35008929.0,101315,110909,35008929.0
20260514,002165.SZ,红 宝 丽,U,9.39,9.39,7.69,1,108388347.0,94657,101827,108388347.0
20260514,002208.SZ,合肥城建,U,19.8,19.8,16.2,5,44256643.0,94421,104254,44256643.0
20260514,002254.SZ,泰和新材,U,14.89,14.89,12.19,1,100257139.0,93200,105930,100257139.0
20260514,002277.SZ,友阿股份,U,6.74,6.74,5.52,0,95745622.0,132239,132239,95745622.0
20260514,002309.SZ,中利集团,U,5.17,5.17,4.23,0,311115219.0,92500,92500,311115219.0
20260514,002506.SZ,协鑫集成,U,4.9,4.9,4.01,1,375997041.0,93324,94530,375997041.0
20260514,002617.SZ,露笑科技,U,9.7,9.7,7.94,0,195998200.0,131548,131548,195998200.0
20260514,002723.SZ,小崧股份,U,9.94,9.94,8.14,0,89051466.0,134503,134503,89051466.0
20260514,002782.SZ,可立克,U,26.76,26.76,21.9,5,16273023.0,100442,145542,16273023.0
20260514,002809.SZ,红墙股份,U,11.46,11.46,9.38,0,57742413.0,102233,102233,57742413.0
20260514,002840.SZ,华统股份,U,11.18,11.18,9.14,0,175558589.0,132612,132612,175558589.0
20260514,002918.SZ,蒙娜丽莎,U,16.94,16.94,13.86,1,74809835.0,93039,93218,74809835.0
20260514,002940.SZ,昂利康,U,40.07,40.07,32.79,9,24574931.0,93021,140954,24574931.0
20260514,002971.SZ,和远气体,U,37.46,37.46,30.65,2,43144929.0,93445,94806,43144929.0
20260514,002973.SZ,侨银股份,U,13.97,13.97,11.43,0,90746326.0,103427,103427,90746326.0
20260514,002976.SZ,瑞玛精密,U,36.37,36.37,29.75,0,32527873.0,144927,144927,32527873.0
20260514,002980.SZ,华盛昌,U,94.67,94.67,77.45,0,127194825.0,140812,140812,127194825.0
20260514,002990.SZ,盛视科技,U,69.41,69.41,56.79,4,29020321.0,135930,144112,29020321.0
20260514,003018.SZ,金富科技,U,53.76,53.76,43.98,0,283084032.0,92500,92500,283084032.0
20260514,003022.SZ,联泓新科,U,27.49,27.49,22.49,0,82901043.0,134603,134603,82901043.0
20260514,003031.SZ,中瓷电子,U,166.09,166.09,135.89,0,22902482.0,135236,135236,22902482.0
20260514,300715.SZ,凯伦股份,U,18.24,18.24,12.16,3,9725093.0,131042,142100,9725093.0
20260514,600156.SH,华升股份,U,14.19,14.19,11.61,0,115517128.0,92504,92504,115517128.0
20260514,600449.SH,宁夏建材,U,15.39,15.39,12.59,1,16487614.0,100613,101752,16487614.0
20260514,600481.SH,双良节能,U,6.96,6.96,5.7,4,23425968.0,94206,131624,23425968.0
20260514,600509.SH,天富能源,U,10.33,10.33,8.45,1,146653636.0,94017,104522,146653636.0
20260514,600578.SH,京能电力,U,6.37,6.37,5.21,3,90643711.0,92502,102056,90643711.0
20260514,600819.SH,耀皮玻璃,U,7.93,7.93,6.49,0,40010735.0,94347,94347,40010735.0
20260514,600857.SH,宁波中百,U,15.52,15.52,12.7,0,35577272.0,133318,133318,35577272.0
20260514,600903.SH,贵州燃气,U,7.67,7.67,6.27,0,45185457.0,133054,133054,45185457.0
20260514,603007.SH,花王股份,U,9.26,9.26,7.58,0,231160324.0,92501,92501,231160324.0
20260514,603016.SH,新宏泰,U,56.25,56.25,46.03,0,55647506.0,131802,131802,55647506.0
20260514,603052.SH,可川科技,U,115.38,115.38,94.4,4,83359627.0,92501,111746,83359627.0
20260514,603082.SH,北自科技,U,38.45,38.45,31.46,0,67798615.0,130042,130042,67798615.0
20260514,603093.SH,南华期货,U,25.89,25.89,21.19,24,7477032.0,100143,144449,7477032.0
20260514,603118.SH,共进股份,U,17.7,17.7,14.48,4,105977334.0,92503,111836,105977334.0
20260514,603344.SH,星德胜,U,31.33,31.33,25.63,0,86636191.0,140316,140316,86636191.0
20260514,603610.SH,麒盛科技,U,18.84,18.84,15.42,2,41159277.0,131350,134344,41159277.0
20260514,603717.SH,天域生物,U,8.23,8.23,6.73,0,7515636.0,100845,100845,7515636.0
20260514,603779.SH,威龙股份,U,9.02,9.02,7.38,0,479314086.0,92501,92501,479314086.0
20260514,603903.SH,中持股份,U,13.65,13.65,11.17,0,58832182.0,131909,131909,58832182.0
20260514,605086.SH,龙高股份,U,35.07,35.07,28.69,0,142363859.0,103753,103753,142363859.0
20260514,605296.SH,神农集团,U,31.57,31.57,25.83,0,67572743.0,131821,131821,67572743.0
20260514,605366.SH,宏柏新材,U,12.21,12.21,9.99,0,107732529.0,94505,94505,107732529.0
20260514,605399.SH,晨光新材,U,15.22,15.22,12.46,0,108878659.0,94715,94715,108878659.0
20260514,688146.SH,中船特气,U,141.12,141.12,94.08,42,87174622.0,93349,130410,87174622.0
20260514,688281.SH,华秦科技,U,94.9,94.9,63.26,0,157824299.0,93002,93002,157824299.0
20260514,688478.SH,晶升股份,U,68.65,68.65,45.77,0,86845682.0,93855,93855,86845682.0
20260514,688596.SH,正帆科技,U,46.15,46.15,30.77,22,,131941,,
20260514,920580.BJ,科创新材,U,18.83,18.83,10.15,2,18519192.0,93948,112954,18519192.0
