rank,trade_date,target_date,ts_code,name,close_T,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260528,20260601,002579.SZ,中京电子,18.19,0.0,0.02674759492884735,0.02674759492884735,up,high,1.0,ehx:coldstart_v1,-0.05584654981653786,-0.007328356071024913,0.02639613144014621,0.06012061895131733,0.10863881269683116,17.201996328821892,18.0571844572647,18.676538751755736,19.31713665390954,20.27747786234547,1,1,0.6868213511572079,0.0,0.0,,,,,,,,
2,20260528,20260601,000509.SZ,华塑控股,5.73,0.0,0.015660785006224094,0.015660785006224094,up,high,1.0,ehx:coldstart_v1,-0.06670326087377129,-0.018185067128258344,0.01553942038291278,0.0492639078940839,0.09778210163959773,5.360258866218984,5.626741294196849,5.819736298085664,6.01935095437692,6.318599796122643,2,2,0.4581545448309363,0.0,0.0,,,,,,,,
3,20260528,20260601,000063.SZ,中兴通讯,38.3,0.0,0.015152965106594257,0.015152965106594257,up,high,1.0,ehx:coldstart_v1,-0.06720337557920508,-0.018685181833692124,0.015039305677478998,0.04876379318865012,0.09728198693416394,35.810692450235294,37.591002041596255,38.880358563582554,40.21393950499106,42.21315418944981,3,3,0.4476806974891207,0.0,0.0,,,,,,,,
4,20260528,20260601,002484.SZ,江海股份,74.07,0.0,0.014072932287413726,0.014072932287413726,up,high,1.0,ehx:coldstart_v1,-0.06826785334144023,-0.019749659595927272,0.013974827915243852,0.04769931542641498,0.0962175091719288,69.18214012849062,72.62149355045499,75.11238209452873,77.68870713179008,81.55096002286069,4,4,0.4254048889190089,0.0,0.0,,,,,,,,
5,20260528,20260601,002203.SZ,海亮股份,20.97,0.0,0.011575108052259505,0.011575108052259505,up,high,1.0,ehx:coldstart_v1,-0.07073405225795522,-0.022215858512442267,0.011508628998728856,0.04523311650989998,0.0937513102554138,19.537951261056836,20.50927015062983,21.21273001585588,21.940318276600124,23.031069568818925,5,5,0.373886959541364,0.0,0.0,,,,,,,,
6,20260528,20260601,600162.SH,香江控股,2.54,0.0,0.01115179163576609,0.01115179163576609,up,high,1.0,ehx:coldstart_v1,-0.07115261239352158,-0.02263441864800863,0.011090068863162494,0.04481455637433362,0.09333275011984744,2.3655521658771512,2.4831543377879077,2.5683255507548464,2.6564181026848392,2.788480520451457,6,6,0.3651560068416601,0.0,0.0,,,,,,,,
7,20260528,20260601,000539.SZ,粤电力Ａ,8.07,0.0,0.011066767921299455,0.011066767921299455,up,high,1.0,ehx:coldstart_v1,-0.07123670193380882,-0.022718508188295863,0.011005979322875259,0.044730466834046384,0.0932486605795602,7.515118415863423,7.888728544027455,8.159308817124886,8.439169886713271,8.858718743896619,7,7,0.3634023823649376,0.0,0.0,,,,,,,,
8,20260528,20260601,000636.SZ,风华高科,48.64,0.0,0.01024151361820332,0.01024151361820332,up,high,1.0,ehx:coldstart_v1,-0.07205325659445819,-0.02353506284894523,0.010189424662225895,0.04391391217339702,0.09243210591891085,45.25861238850749,47.50862031111103,49.13814722238941,50.82356626307908,53.350232917488796,8,8,0.3463814117509347,0.0,0.0,,,,,,,,
9,20260528,20260601,600589.SH,大位科技,11.95,0.0,0.009945756810490012,0.009945756810490012,up,high,1.0,ehx:coldstart_v1,-0.07234605797396945,-0.023827864228456494,0.00989662328271463,0.04362111079388575,0.09213930453939959,11.115996759945396,11.668622646104103,12.068851793885354,12.482808643349305,13.103384857723311,9,9,0.3402813915340233,0.0,0.0,,,,,,,,
10,20260528,20260601,002640.SZ,跨境通,3.87,0.0,0.008231608501118452,0.008231608501118452,up,high,1.0,ehx:coldstart_v1,-0.07404476766225741,-0.025526573916744462,0.008197913594426662,0.041922401105597785,0.09044059485111161,3.5937985656040774,3.7724623561648265,3.9018563248993288,4.035688455652202,4.236320567844024,10,10,0.304926873669174,0.0,0.0,,,,,,,,
11,20260528,20260601,603256.SH,宏和科技,197.91,0.0,0.00754887104333195,0.00754887104333195,up,high,1.0,ehx:coldstart_v1,-0.074722160355382,-0.026203966609869046,0.007520520901302076,0.0412450084124732,0.08976320215798703,183.6607345243178,192.7913305797955,199.40399706818584,206.24347540519597,216.49676045210614,11,11,0.2908453303649286,0.0,0.0,,,,,,,,
12,20260528,20260601,000920.SZ,沃顿科技,12.88,0.0,0.007454971325897011,0.007454971325897011,up,high,1.0,ehx:coldstart_v1,-0.07481536088982119,-0.026297167144308232,0.007427320366862893,0.04115180787803402,0.08967000162354784,11.951542622395753,12.545707228170382,12.976020030677555,13.421092392341807,14.088314885898232,12,12,0.2889086372448479,0.0,0.0,,,,,,,,
