rank,trade_date,target_date,ts_code,name,close_T,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260507,20260511,600673.SH,东阳光,42.83,0.0,0.027509111943273337,0.027509111943273337,up,high,1.0,ehx:coldstart_v1,-0.055105145836440314,-0.006586952090927366,0.027137535420243757,0.06086202293141488,0.10938021667692871,40.53369671333179,42.54880795789493,44.00821526453039,45.51767966533331,47.780566980268716,1,1,0.7312188066713731,0.0,0.0,,,,,,,,
2,20260507,20260511,002008.SZ,大族激光,112.41,0.0,0.018022241639727665,0.018022241639727665,up,high,1.0,ehx:coldstart_v1,-0.06438091499794106,-0.015862721252428113,0.01786176625874301,0.05158625376991413,0.10010444751542796,105.40098553344772,110.64093965454886,114.43588018272179,118.36098567205046,124.24523932974562,2,2,0.5258200193142994,0.0,0.0,,,,,,,,
3,20260507,20260511,002929.SZ,润建股份,71.12,0.0,0.017801914524624582,0.017801914524624582,up,high,1.0,ehx:coldstart_v1,-0.06459736504378236,-0.016079171298269402,0.01764531621290172,0.05136980372407285,0.09988799746958667,66.67107669798571,69.98559393265613,72.3860721609913,74.86888584439536,78.59095281499405,3,3,0.5210497504251862,0.0,0.0,,,,,,,,
4,20260507,20260511,603895.SH,天永智能,31.71,0.0,0.01359047983835378,0.01359047983835378,up,high,1.0,ehx:coldstart_v1,-0.06874372370067162,-0.020225529955158673,0.013498957556012449,0.047223445067183574,0.0957416388126974,29.60337469653925,31.075090776370462,32.1409541156742,33.24337614651153,34.89605296880703,4,4,0.4298686179846761,0.0,0.0,,,,,,,,
5,20260507,20260511,002990.SZ,盛视科技,64.25,0.0,0.012139160550793624,0.012139160550793624,up,high,1.0,ehx:coldstart_v1,-0.07017660941941682,-0.021658415673903864,0.012066071837267258,0.045790559348438384,0.0943087530939522,59.89572384578785,62.87340800513069,65.0299410653885,67.26044235780583,70.6042595938224,5,5,0.3984463246260988,0.0,0.0,,,,,,,,
6,20260507,20260511,600207.SH,安彩高科,6.23,0.0,0.010274370024667061,0.010274370024667061,up,high,1.0,ehx:coldstart_v1,-0.07202073380487496,-0.023502540059362007,0.010221947451809116,0.043946434962980244,0.09246462870849406,5.797087283981157,6.085286405178563,6.294009325253676,6.509891359044064,6.833527156964751,6,6,0.3580720283106742,0.0,0.0,,,,,,,,
7,20260507,20260511,000066.SZ,中国长城,23.98,0.0,0.009080723611804774,0.009080723611804774,up,high,1.0,ehx:coldstart_v1,-0.07320293950573939,-0.024684745760226435,0.009039741750944689,0.042764229262115816,0.09128242300762963,22.28730447048885,23.395305997394054,24.197755752211076,25.027729216659324,26.271969507078836,7,7,0.3322285712072918,0.0,0.0,,,,,,,,
8,20260507,20260511,002183.SZ,怡 亚 通,6.5,0.0,0.0075442468117168345,0.0075442468117168345,up,high,1.0,ehx:coldstart_v1,-0.07472674995134077,-0.026208556205827814,0.007515931305343308,0.04124041881651443,0.08975861256202826,6.0319806749783575,6.331857396588565,6.549037604276159,6.773667007303598,7.110416271745953,8,8,0.2989625454851536,0.0,0.0,,,,,,,,
9,20260507,20260511,002903.SZ,宇环数控,45.22,0.0,0.005961069831673343,0.005961069831673343,up,high,1.0,ehx:coldstart_v1,-0.07629930830836677,-0.027781114562853815,0.005943372948317308,0.03966786045948843,0.08818605420500225,41.89808653829268,43.98102769971957,45.48955957778827,47.04983350342089,49.38889103419836,9,9,0.2646854212631611,0.0,0.0,,,,,,,,
10,20260507,20260511,600539.SH,狮头股份,20.59,0.0,0.005856493660230935,0.005856493660230935,up,high,1.0,ehx:coldstart_v1,-0.07640327019182412,-0.027885076446311163,0.005839411064859959,0.039563898576031084,0.0880820923215449,19.07545158074078,20.023777543885107,20.710585204464156,21.420950096519448,22.48588127499065,10,10,0.2624212584662176,0.0,0.0,,,,,,,,
