rank,trade_date,target_date,ts_code,name,close_T,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260318,20260320,000020.SZ,深华发Ａ,19.28,0.0,0.02619791691704155,0.02619791691704155,up,high,1.0,ehx:coldstart_v1,-0.056382051632606164,-0.007863857887093217,0.025860629624077907,0.05958511713524903,0.10810331088076286,18.223031071077475,19.128979400465198,19.785095838160565,20.46371681050996,21.48105964361139,1,1,0.8858178230227564,0.0,0.0,,,,,,,,
2,20260318,20260320,000539.SZ,粤电力Ａ,5.61,0.0,0.012903150714917742,0.012903150714917742,up,high,1.0,ehx:coldstart_v1,-0.06942206696257922,-0.020903873217066257,0.012820614294104866,0.04654510180527599,0.09506329555078982,5.23375321467915,5.493946481253318,5.682386675510689,5.877290293999242,6.169476665322845,2,2,0.5031460660280364,0.0,0.0,,,,,,,,
3,20260318,20260320,605286.SH,同力天启,51.4,0.0,0.010786067589038998,0.010786067589038998,up,high,1.0,ehx:coldstart_v1,-0.07151436836841168,-0.022996174622898734,0.010728312888272392,0.044452800399443514,0.09297099414495734,47.85252110078369,50.231483819946874,51.954403874076604,53.73641940552813,56.40789700976615,3,3,0.442208708637391,0.0,0.0,,,,,,,,
4,20260318,20260320,000601.SZ,韶能股份,6.73,0.0,0.01008711361195678,0.01008711361195678,up,high,1.0,ehx:coldstart_v1,-0.07220610302198102,-0.023687909276468074,0.01003657823470305,0.04376106574587417,0.092279259491388,6.261182347214665,6.572453708456746,6.7978862746084685,7.031051088735765,7.380596066343235,4,4,0.4220902693657194,0.0,0.0,,,,,,,,
5,20260318,20260320,600513.SH,联环药业,22.48,0.0,0.008189825920258829,0.008189825920258829,up,high,1.0,ehx:coldstart_v1,-0.07408620997203685,-0.02556801622652391,0.008156471284647216,0.04188095879581834,0.09039915254133217,20.874739989226963,21.912516621768535,22.66410728668742,23.441477214542815,24.606857827573844,5,5,0.3674794245062942,0.0,0.0,,,,,,,,
6,20260318,20260320,600666.SH,奥瑞德,4.44,0.0,0.007828694034896718,0.007828694034896718,up,high,1.0,ehx:coldstart_v1,-0.07444447244398361,-0.025926278698470653,0.0077982088127004695,0.041522696323871594,0.09004089006938541,4.121470033626283,4.326366731492941,4.474759401514941,4.628241881505193,4.858332473141554,6,6,0.3570847345224825,0.0,0.0,,,,,,,,
7,20260318,20260320,600307.SH,酒钢宏兴,2.42,0.0,0.006184100098987584,0.006184100098987584,up,high,1.0,ehx:coldstart_v1,-0.07607762423550704,-0.027559430489994097,0.006165057021177028,0.03988954453234815,0.08840773827786198,2.2427211236040723,2.35421681536286,2.43496552223955,2.518483877867242,2.6436889687681204,7,7,0.3097473356221036,0.0,0.0,,,,,,,,
8,20260318,20260320,603489.SH,八方股份,36.67,0.0,0.0056306977616129555,0.0056306977616129555,up,high,1.0,ehx:coldstart_v1,-0.07662777661724836,-0.028109582871735407,0.005614904639435718,0.03933939215060684,0.08785758589612067,33.96502115418031,35.653574175476834,36.87647768691835,38.14132630576861,40.03750212375236,8,8,0.2938184022697966,0.0,0.0,,,,,,,,
9,20260318,20260320,000048.SZ,京基智农,21.3,0.0,0.005038660408816364,0.005038660408816364,up,high,1.0,ehx:coldstart_v1,-0.07721667241704817,-0.02869847867153523,0.005026008839635896,0.03875049635080702,0.08726869009632085,19.717181249635562,20.697410463078157,21.40732346670779,22.14158620595394,23.242343426585318,9,9,0.2767774125632621,0.0,0.0,,,,,,,,
10,20260318,20260320,002913.SZ,奥士康,50.92,0.0,0.004493707311636398,0.004493707311636398,up,high,1.0,ehx:coldstart_v1,-0.07775904050157613,-0.029240846756063175,0.004483640755107949,0.038208128266279076,0.0867263220117929,47.110538963892274,49.45261443445612,51.14881957630853,52.90320388454372,55.53325862085646,10,10,0.2610916790943833,0.0,0.0,,,,,,,,
11,20260318,20260320,603601.SH,再升科技,11.77,0.0,0.003012814685045637,0.003012814685045637,up,high,1.0,ehx:coldstart_v1,-0.07923439600252483,-0.030716202257011882,0.0030082852541592417,0.036732772765330365,0.08525096651084418,10.87340093028302,11.41396629337387,11.805460828842987,12.210383472242576,12.817416213651809,11,11,0.2184661996596653,0.0,0.0,,,,,,,,
12,20260318,20260320,600602.SH,云赛智联,22.61,0.0,0.002963069894633644,0.002963069894633644,up,high,1.0,ehx:coldstart_v1,-0.0792839926011725,-0.03076579885565954,0.0029586886555115835,0.03668317616668271,0.08520136991219654,20.8866102065901,21.924976960695297,22.67699501031767,23.454806982003063,24.620850277357068,12,12,0.2170343635477034,0.0,0.0,,,,,,,,
13,20260318,20260320,603316.SH,诚邦股份,16.39,0.0,0.002735165979561875,0.002735165979561875,up,high,1.0,ehx:coldstart_v1,-0.07951124903683794,-0.030993055291324983,0.002731432219846139,0.036455919731017264,0.08497411347653108,15.137273466580863,15.889814992468915,16.43482937040502,16.99853752622953,17.84361080815814,13,13,0.2104744594259929,0.0,0.0,,,,,,,,
14,20260318,20260320,003018.SZ,金富科技,27.27,0.0,0.0022440532263648585,0.0022440532263648585,up,high,1.0,ehx:coldstart_v1,-0.08000114215724004,-0.03148294841172709,0.0022415390994440397,0.03596602661061516,0.08448422035612899,25.173354014018596,26.42483396404084,27.331195331482967,28.2686445358254,29.67400521327787,14,14,0.1963384470064293,0.0,0.0,,,,,,,,
15,20260318,20260320,002432.SZ,九安医疗,59.95,0.0,0.0013677664878349422,0.0013677664878349422,flat,high,1.0,ehx:coldstart_v1,-0.08087584930937335,-0.03235765556386039,0.0013668319473107355,0.03509131945848186,0.08360951320399568,55.292375962662454,58.04120712230171,60.0319976009457,62.09107140666643,65.17789610621068,15,15,0.1711157254657641,0.0,0.0,,,,,,,,
16,20260318,20260320,600396.SH,华电辽能,5.17,0.0,0.0004980479211440502,0.0004980479211440502,flat,high,1.0,ehx:coldstart_v1,-0.08174475732024072,-0.03322656357472778,0.0004979239364433458,0.03422241144761447,0.0827406051931283,4.764191896389094,5.001041170946196,5.172574907752315,5.349992183976908,5.615964209289641,16,16,0.146082059815189,0.0,0.0,,,,,,,,
17,20260318,20260320,603098.SH,森特股份,17.36,0.0,0.0002370824348994088,0.0002370824348994088,flat,high,1.0,ehx:coldstart_v1,-0.08200562692138394,-0.03348743317587099,0.0002370543353001331,0.03396154184647126,0.08247973559198508,15.993191210285802,16.7882842330669,17.364115751069853,17.95969806269307,18.85255493116588,17,17,0.138570523349037,0.0,0.0,,,,,,,,
18,20260318,20260320,001389.SZ,广合科技,119.68,0.0,0.0001213198094464456,0.0001213198094464456,flat,high,1.0,ehx:coldstart_v1,-0.08212136880589055,-0.0336031750603776,0.00012131245079352444,0.03384579996196465,0.08236399370747848,110.24444696788991,115.72519120661045,119.69451955479457,123.79999429747947,129.95464538568518,18,18,0.1352384536756846,0.0,0.0,,,,,,,,
19,20260318,20260320,688328.SH,深科达,50.15,0.0,3.885090679758683e-05,3.885090679758683e-05,flat,high,1.0,ehx:coldstart_v1,-0.08220383110456342,-0.03368563735905047,3.885015212065386e-05,0.03376333766329178,0.0822815314088056,46.19237232670293,48.48880162963326,50.1519483729759,51.87214039269016,54.45093635408811,19,19,0.1328646985156259,0.0,0.0,,,,,,,,
20,20260318,20260320,603052.SH,可川科技,63.49,0.0,-0.00043394149183707456,-0.00043394149183707456,flat,high,1.0,ehx:coldstart_v1,-0.082676716928377,-0.03415852318286405,-0.000434035671692927,0.033290451839478194,0.08180864558499203,58.45198782103465,61.3578974092537,63.46244905468327,65.63918599027585,68.90240332543378,20,20,0.119256012576465,0.0,0.0,,,,,,,,
21,20260318,20260320,603757.SH,大元泵业,48.71,0.0,-0.0004962891096456119,-0.0004962891096456119,flat,high,1.0,ehx:coldstart_v1,-0.08273909355853085,-0.034220899813017895,-0.0004964123018467731,0.03322807520932435,0.08174626895483818,44.842002422259114,47.07129880124201,48.68582575746916,50.35573035057417,52.85913879060076,21,21,0.1174614212246128,0.0,0.0,,,,,,,,
22,20260318,20260320,603387.SH,基蛋生物,10.38,0.0,-0.0006569680686814355,-0.0006569680686814355,flat,high,1.0,ehx:coldstart_v1,-0.0828998652234511,-0.034381671477938136,-0.0006571839667670132,0.03306730354440411,0.08158549728991793,9.554201568085753,10.029183634212972,10.373180671447088,10.728976671183213,11.26236205879446,22,22,0.1128364959997902,0.0,0.0,,,,,,,,
23,20260318,20260320,605058.SH,澳弘电子,35.49,0.0,-0.0006790169305518534,-0.0006790169305518534,flat,high,1.0,ehx:coldstart_v1,-0.08292192882364184,-0.03440373507812889,-0.0006792475669577675,0.03304523994421336,0.08156343368972718,32.66581237369269,34.28977591919796,35.46590168913472,36.682368108423304,38.506012593042364,23,23,0.1122018495093285,0.0,0.0,,,,,,,,
24,20260318,20260320,603189.SH,网达软件,20.08,0.0,-0.0008228483705430547,-0.0008228483705430547,flat,high,1.0,ehx:coldstart_v1,-0.0830658683527735,-0.034547674607260555,-0.0008231870960894303,0.03290130041508169,0.08141949416059552,18.479433786227734,19.3981290406761,20.063477204719494,20.751646547984226,21.78330365534817,24,24,0.1080618571983903,0.0,0.0,,,,,,,,
25,20260318,20260320,603088.SH,宁波精达,13.32,0.0,-0.0014230448616280088,-0.0014230448616280088,flat,high,1.0,ehx:coldstart_v1,-0.08366673960825974,-0.03514854586274679,-0.0014240583515756607,0.03230042915959546,0.08081862290510929,12.250906392818194,12.859953709742008,13.301045042443114,13.757265633629551,14.441200801665959,25,25,0.0907860177971036,0.0,0.0,,,,,,,,
26,20260318,20260320,002323.SZ,雅博股份,3.03,0.0,-0.0014884622020980274,-0.0014884622020980274,flat,high,1.0,ehx:coldstart_v1,-0.08373225231911335,-0.03521405857360041,-0.0014895710624292836,0.03223491644874184,0.08075311019425567,2.786622717862507,2.9251581890491973,3.025489959527643,3.1292630701035313,3.2848327247629316,26,26,0.0889030686549378,0.0,0.0,,,,,,,,
27,20260318,20260320,001400.SZ,江顺科技,139.73,0.0,-0.0016643407266193153,-0.0016643407266193153,flat,high,1.0,ehx:coldstart_v1,-0.0839084085370093,-0.03539021479149635,-0.001665727280325226,0.0320587602308459,0.08057695397635972,128.48389690335088,134.87140572659806,139.49744167026947,144.28214881957447,151.45505936193896,27,27,0.0838406446173155,0.0,0.0,,,,,,,,
28,20260318,20260320,300571.SZ,平治信息,35.24,0.0,-0.0019124764655091234,-0.0019124764655091234,flat,high,1.0,ehx:coldstart_v1,-0.08415698884032811,-0.035638795094815164,-0.0019143075836440388,0.031810179927527084,0.08032837367304091,32.39567130669752,34.00620493226309,35.172604329355465,36.37901076505292,38.18757400016074,28,28,0.0766983949733182,0.0,0.0,,,,,,,,
29,20260318,20260320,600590.SH,泰豪科技,15.44,0.0,-0.0019558645189195925,-0.0019558645189195925,flat,high,1.0,ehx:coldstart_v1,-0.08420046097626799,-0.03568226723075503,-0.001957779719583909,0.03176670779158722,0.08028490153710104,14.193173131573857,14.898779209789241,15.409801451827882,15.93835155492017,16.73071825330613,29,29,0.0754495288873157,0.0,0.0,,,,,,,,
30,20260318,20260320,603168.SH,莎普爱思,7.8,0.0,-0.0023211532344860814,-0.0023211532344860814,down,high,1.0,ehx:coldstart_v1,-0.0845665325432092,-0.03604833879769625,-0.002323851286525123,0.031400636224646,0.07991882997015982,7.167502023937067,7.523830587453311,7.781895004771008,8.04881092967004,8.448953298239312,30,30,0.0649351902016273,0.0,0.0,,,,,,,,
