rank,trade_date,target_date,ts_code,name,close_T,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260604,20260608,600403.SH,大有能源,7.4,0.0,0.02891563674003584,0.02891563674003584,up,high,1.0,ehx:coldstart_v1,-0.0537372134411589,-0.005219019695645949,0.028505467815525175,0.0622299553266963,0.11074814907221012,7.012840226143181,7.361479860370714,7.613975711876265,7.875132071355319,8.266640087553323,1,1,0.6495030586694679,0.0,0.0,,,,,,,,
2,20260604,20260608,600868.SH,梅雁吉祥,3.78,0.0,0.011999032126575009,0.011999032126575009,up,high,1.0,ehx:coldstart_v1,-0.07031506678853264,-0.02179687304301968,0.011927614468151443,0.04565210197932257,0.09417029572483639,3.5233383774428635,3.6984992771012144,3.8253563414384533,3.9565645529752875,4.153263062290333,2,2,0.3509229492119842,0.0,0.0,,,,,,,,
3,20260604,20260608,605398.SH,新炬网络,25.39,0.0,0.011990996122931002,0.011990996122931002,up,high,1.0,ehx:coldstart_v1,-0.07032300754271806,-0.021804813797205114,0.01191967371396601,0.045644161225137134,0.09416235497065095,23.665833609944332,24.84236798223793,25.694451391561216,26.575760925260536,27.896960791437582,3,3,0.350781112779529,0.0,0.0,,,,,,,,
4,20260604,20260608,603610.SH,麒盛科技,19.32,0.0,0.011508048918869031,0.011508048918869031,up,high,1.0,ehx:coldstart_v1,-0.07080034625401165,-0.022282152508498694,0.01144233500267243,0.04516682251384355,0.09368501625935738,17.999437052218767,18.894269523489577,19.54233550511255,20.212629893926113,21.217490074074636,4,4,0.3422570364447149,0.0,0.0,,,,,,,,
5,20260604,20260608,603435.SH,嘉德利,84.85,0.0,0.008893806589772972,0.008893806589772972,up,high,1.0,ehx:coldstart_v1,-0.07338819161845826,-0.024869997872945308,0.008854489638225816,0.04257897714939694,0.09109717089491076,78.8460171231628,82.76580506694648,85.60463948914223,88.5408448107103,92.94260597360226,5,5,0.2961153443850221,0.0,0.0,,,,,,,,
6,20260604,20260608,600439.SH,瑞贝卡,2.88,0.0,0.008595994762694356,0.008595994762694356,up,high,1.0,ehx:coldstart_v1,-0.07368342169004732,-0.025165227944534366,0.008559259566636756,0.04228374707780788,0.0908019408233217,2.675421324570592,2.8084284774393544,2.90475646491656,3.0043884643157166,3.1537500441463373,6,6,0.2908589297581702,0.0,0.0,,,,,,,,
7,20260604,20260608,603067.SH,振华股份,38.45,0.0,0.008169031132531774,0.008169031132531774,up,high,1.0,ehx:coldstart_v1,-0.07410683605023227,-0.02558864230471932,0.008135845206451803,0.041860332717622926,0.09037852646313675,35.703611991546566,37.478598134668836,38.76409924704585,40.09369253981832,42.0869292101483,7,7,0.2833229702473078,0.0,0.0,,,,,,,,
8,20260604,20260608,002585.SZ,双星新材,11.8,0.0,0.007835116921668172,0.007835116921668172,up,high,1.0,ehx:coldstart_v1,-0.07443809946974399,-0.025919905724231036,0.007804581786940086,0.04152906929811121,0.09004726304362504,10.953526201991334,11.498074950489514,11.892454379675685,12.300360867507319,12.911866787423731,8,8,0.277429344197212,0.0,0.0,,,,,,,,
9,20260604,20260608,603330.SH,天洋新材,9.41,0.0,0.0063295708871164615,0.0063295708871164615,up,high,1.0,ehx:coldstart_v1,-0.07593305797443817,-0.027414864228925216,0.006309623282245906,0.04003411079341703,0.08855230453893086,8.721924347464345,9.155530192771407,9.469561262047767,9.794363472961418,10.281285060875994,9,9,0.2508562753065414,0.0,0.0,,,,,,,,
10,20260604,20260608,600367.SH,XD红星发,46.98,0.0,0.005685328510354712,0.005685328510354712,up,high,1.0,ehx:coldstart_v1,-0.07657345323092657,-0.028055259485413615,0.00566922802575751,0.039393715536928636,0.08791190928244245,43.51686334167881,45.68028113374739,47.247096733416456,48.86765348927891,51.29708297699878,10,10,0.2394853197415216,0.0,0.0,,,,,,,,
11,20260604,20260608,688668.SH,鼎通科技,362.4,0.0,0.004945755340853723,0.004945755340853723,up,high,1.0,ehx:coldstart_v1,-0.07730911598755631,-0.02879092224204336,0.004933565269127762,0.038658052780298886,0.08717624652581271,335.438777430353,352.11493842901393,364.1923417355253,376.6839952050061,395.41064034060577,11,11,0.2264317641996659,0.0,0.0,,,,,,,,
12,20260604,20260608,603500.SH,祥和实业,11.12,0.0,0.004736628036961002,0.004736628036961002,up,high,1.0,ehx:coldstart_v1,-0.07751723574456594,-0.028999041999052993,0.00472544551211813,0.03844993302328925,0.08696812676880308,10.290571144106401,10.80216143334457,11.172671303771004,11.555889516405664,12.130384437757845,12,12,0.2227406420913232,0.0,0.0,,,,,,,,
13,20260604,20260608,002590.SZ,万安科技,12.44,0.0,0.004596371068936387,0.004596371068936387,up,high,1.0,ehx:coldstart_v1,-0.07765684124381851,-0.029138647498305553,0.00458584001286557,0.038310327524036694,0.08682852126955051,11.510506719721368,12.082745459394502,12.497178856097566,12.925827154610825,13.568427799421228,13,13,0.2202650897082143,0.0,0.0,,,,,,,,
14,20260604,20260608,000725.SZ,京东方Ａ,6.15,0.0,0.003988288814849656,0.003988288814849656,up,high,1.0,ehx:coldstart_v1,-0.07826232458221992,-0.02974413083670697,0.003980356674464153,0.03770484418563528,0.0862230379311491,5.687039177374896,5.969767315290575,6.174527976211326,6.386311846923405,6.703803954910427,14,14,0.2095323646648035,0.0,0.0,,,,,,,,
15,20260604,20260608,001896.SZ,豫能控股,22.09,0.0,0.003583305344804152,0.003583305344804152,up,high,1.0,ehx:coldstart_v1,-0.07866578065493698,-0.030147586909424037,0.003576900601747087,0.03730138811291821,0.08581958185843204,20.41886517044334,21.433978228035382,22.169155215066723,22.929548482366258,24.069478829858475,15,15,0.2023843576280699,0.0,0.0,,,,,,,,
16,20260604,20260608,301188.SZ,力诺药包,54.54,0.0,0.0028140171667462802,0.0028140171667462802,up,high,1.0,ehx:coldstart_v1,-0.0794326160241074,-0.030914422278594443,0.0028100652325766793,0.036534552743747804,0.08505274648926163,50.37533958539142,52.879722888131745,54.69347649627434,56.56944113676311,59.3817609145408,16,16,0.1888063286052661,0.0,0.0,,,,,,,,
17,20260604,20260608,002395.SZ,双象股份,15.4,0.0,0.002665767413710198,0.002665767413710198,up,high,1.0,ehx:coldstart_v1,-0.07958046069892882,-0.03106226695341587,0.002662220557755254,0.036386708068926375,0.0849049018144402,14.221957152866713,14.928994213441815,15.441052818171139,15.970674830785047,16.76464846369556,17,17,0.1861897026037731,0.0,0.0,,,,,,,,
