rank,trade_date,target_date,ts_code,name,close_T,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260306,20260310,000533.SZ,顺钠股份,14.88,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,13.705200346547459,14.386547116437182,14.88,15.390378122560456,16.15550261224585,1,0.9060953626609431,0.0,0.0,,,,,,,,
2,20260306,20260310,601567.SH,三星医疗,29.41,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,27.08803374945973,28.434700987528057,29.41,30.418751383367137,31.931003482940216,2,0.8984885630280268,0.0,0.0,,,,,,,,
3,20260306,20260310,002498.SZ,汉缆股份,9.83,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,9.053905874096877,9.504016005011929,9.83,10.167165117256,10.672620341288756,3,0.8874957374936209,0.0,0.0,,,,,,,,
4,20260306,20260310,000818.SZ,航锦科技,23.76,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,21.884110230777395,22.972067169794855,23.76,24.574958615056214,25.796689655037728,4,0.8676113526658763,0.0,0.0,,,,,,,,
5,20260306,20260310,002165.SZ,红 宝 丽,12.21,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,11.246001090816161,11.8050900733668,12.21,12.628798177181665,13.256632183838832,5,0.8592971684072063,0.0,0.0,,,,,,,,
6,20260306,20260310,002506.SZ,协鑫集成,5.56,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,5.121029161747572,5.375618411787011,5.56,5.750705803859955,6.03659909436068,6,0.8545828726753036,0.0,0.0,,,,,,,,
7,20260306,20260310,605399.SH,晨光新材,16.64,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,15.326245548827266,16.08818172160717,16.64,17.210745427379436,18.066368512619015,7,0.8471104218651194,0.0,0.0,,,,,,,,
8,20260306,20260310,603285.SH,键邦股份,37.76,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,34.77878797618495,36.50779698364704,37.76,39.05515308520717,40.99675931709699,8,0.8341828654542849,0.0,0.0,,,,,,,,
9,20260306,20260310,301205.SZ,联特科技,237.72,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,218.95162811702028,229.83669223921012,237.72,245.87370210316342,258.0971828617663,9,0.7350084300948254,0.0,0.0,,,,,,,,
10,20260306,20260310,002261.SZ,拓维信息,39.05,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,35.96694042558322,37.75501780220913,39.05,40.389399575671085,42.397337164529596,10,0.5688313449874632,0.0,0.0,,,,,,,,
11,20260306,20260310,600590.SH,泰豪科技,16.18,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,14.90256328004959,15.643436313437741,16.18,16.734967609074474,17.56693765229421,11,0.5651145512238831,0.0,0.0,,,,,,,,
12,20260306,20260310,002015.SZ,协鑫能科,15.62,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,14.386776170233286,15.102007120883654,15.62,16.155759830268433,16.958934865811838,12,0.5408908018605535,0.0,0.0,,,,,,,,
13,20260306,20260310,601868.SH,中国能建,2.89,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,2.661829906016274,2.79416136871663,2.89,2.989125858481164,3.137728665953663,13,0.5159331957741753,0.0,0.0,,,,,,,,
14,20260306,20260310,002809.SZ,红墙股份,13.68,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,12.599942254083954,13.22634170382128,13.68,14.149218596547515,14.852639498355055,14,0.4895534314102725,0.0,0.0,,,,,,,,
15,20260306,20260310,600482.SH,中国动力,39.26,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,36.16036059176433,37.95805374941692,39.26,40.606602492723354,42.62533820946049,15,0.4805483299528309,0.0,0.0,,,,,,,,
16,20260306,20260310,000815.SZ,美利云,16.31,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,15.0222995733998,15.769125233137796,16.31,16.869426557725873,17.708081156299045,16,0.4690959984208839,0.0,0.0,,,,,,,,
17,20260306,20260310,003023.SZ,彩虹集团,25.65,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,23.624891726407412,24.799390694664897,25.65,26.52978486852659,27.848699059415726,17,0.381946777396478,0.0,0.0,,,,,,,,
18,20260306,20260310,301638.SZ,南网数字,28.38,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,26.139353886761885,27.438858008366076,28.38,29.35342279020603,30.812712643517283,18,0.375186246653872,0.0,0.0,,,,,,,,
19,20260306,20260310,002648.SZ,卫星化学,26.91,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,24.785412723494094,26.017606377911598,26.91,27.83300237084018,29.216705329001062,19,0.364212815503151,0.0,0.0,,,,,,,,
20,20260306,20260310,605268.SH,王力安防,13.94,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,12.83941484078438,13.477719543221392,13.94,14.41813649385032,15.134926506364726,20,0.3175390806890312,0.0,0.0,,,,,,,,
21,20260306,20260310,002470.SZ,金正大,2.86,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,2.6341984537046863,2.7651562334012323,2.86,2.95809687033084,3.105157088106393,21,0.298659665146805,0.0,0.0,,,,,,,,
22,20260306,20260310,001696.SZ,宗申动力,25.54,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,23.523576401264926,24.693038531841776,25.54,26.416011911975406,27.729269940642403,22,0.2968927841969695,0.0,0.0,,,,,,,,
23,20260306,20260310,600397.SH,江钨装备,19.99,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,18.411757723621214,19.32708849849323,19.99,20.675649104165558,21.70352803889748,23,0.292152016227816,0.0,0.0,,,,,,,,
24,20260306,20260310,002448.SZ,中原内配,17.91,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,16.49597703001781,17.316065783292334,17.91,18.52430592574313,19.445231974820103,24,0.2792901427892286,0.0,0.0,,,,,,,,
25,20260306,20260310,600470.SH,六国化工,8.37,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,7.709175194932945,8.092432752995913,8.37,8.657087693940255,9.087470219388289,25,0.2582029473566084,0.0,0.0,,,,,,,,
26,20260306,20260310,600075.SH,新疆天业,7.19,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,6.622338070677166,6.951564097256945,7.19,7.436614160027532,7.806321490729009,26,0.2441993297548745,0.0,0.0,,,,,,,,
27,20260306,20260310,600821.SH,金开新能,8.6,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,7.921016329321784,8.31480545708063,8.6,8.894976603092736,9.337185649550692,27,0.241718373933776,0.0,0.0,,,,,,,,
