rank,trade_date,target_date,ts_code,name,close_T,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260423,20260427,600736.SH,苏州高新,8.37,0.0,0.02440219120233369,0.02440219120233369,up,high,1.0,ehx:coldstart_v1,-0.0581334669052606,-0.00961527315974765,0.024109214351423474,0.057833701862594594,0.10635189560810843,7.897295962051987,8.28990584432655,8.574246340363533,8.868339603103156,9.309224405227317,1,1,0.8259677042431459,0.0,0.0,,,,,,,,
2,20260423,20260427,002081.SZ,金 螳 螂,5.43,0.0,0.013209418789076895,0.013209418789076895,up,high,1.0,ehx:coldstart_v1,-0.06911974607369906,-0.020601552328186112,0.013122935182985013,0.046847422694156135,0.09536561643966997,5.067357040382843,5.319278009361058,5.501727144024688,5.690434211941839,5.973331132201259,2,2,0.5144232628603551,0.0,0.0,,,,,,,,
3,20260423,20260427,603318.SH,水发燃气,10.35,0.0,0.011319010091589811,0.011319010091589811,up,high,1.0,ehx:coldstart_v1,-0.0709872518295402,-0.022469058084027244,0.011255429427143878,0.044979916938315004,0.09349811068382882,9.640753484705979,10.120038433485458,10.467151754447954,10.826170925213445,11.364388273639626,3,3,0.4618048141062082,0.0,0.0,,,,,,,,
4,20260423,20260427,001234.SZ,泰慕士,32.52,0.0,0.007548199155489717,0.007548199155489717,up,high,1.0,ehx:coldstart_v1,-0.07472282720945288,-0.02620463346393992,0.007519854047231203,0.04124434155840233,0.08976253530391615,30.178581697984537,31.678893888966464,32.76546743653653,33.889310027603415,35.57409911037784,4,4,0.3568464406780118,0.0,0.0,,,,,,,,
5,20260423,20260427,300970.SZ,华绿生物,42.0,0.0,0.007265131916934647,0.007265131916934647,up,high,1.0,ehx:coldstart_v1,-0.0750038132800253,-0.026485619534512346,0.007238867976658776,0.0409633554878299,0.08948154923334373,38.96507784076291,40.902206029625425,42.30513554051125,43.75618497947844,45.93150051990217,5,5,0.348967425412325,0.0,0.0,,,,,,,,
6,20260423,20260427,601512.SH,中新集团,11.35,0.0,0.005737993101894021,0.005737993101894021,up,high,1.0,ehx:coldstart_v1,-0.07652108773333541,-0.028002893987822457,0.005721593523348669,0.03944608103451979,0.08796427478003362,10.513883860861213,11.036576023431323,11.415126221706496,11.806660542259262,12.393622412224154,6,6,0.3064603868092438,0.0,0.0,,,,,,,,
7,20260423,20260427,600726.SH,华电能源,5.27,0.0,0.005030114499252583,0.005030114499252583,up,high,1.0,ehx:coldstart_v1,-0.07722517551870371,-0.028706981773190764,0.0050175057379803585,0.03874199324915148,0.08726018699466531,4.878340921873717,5.120865054720621,5.296508703411061,5.478176859874235,5.750521518396524,7,7,0.2867569893234204,0.0,0.0,,,,,,,,
8,20260423,20260427,300067.SZ,安诺其,7.27,0.0,0.003627017047986698,0.003627017047986698,up,high,1.0,ehx:coldstart_v1,-0.07862222597339534,-0.030104032227882396,0.003620455283288728,0.03734494279445985,0.08586313653997368,6.720308529250863,7.054405105242976,7.296368413938862,7.5466309685501205,7.921807726565686,8,8,0.2477025713900663,0.0,0.0,,,,,,,,
9,20260423,20260427,600770.SH,综艺股份,6.34,0.0,0.003492814592914497,0.003492814592914497,up,high,1.0,ehx:coldstart_v1,-0.07875595237393863,-0.030237758628425683,0.0034867288827454402,0.037211216393916564,0.08572941013943039,5.859843027272033,6.151162016979353,6.362144444519078,6.580363485987631,6.907502768340953,9,9,0.2439671225348615,0.0,0.0,,,,,,,,
10,20260423,20260427,603060.SH,国检集团,6.63,0.0,0.0034515108233273734,0.0034515108233273734,up,high,1.0,ehx:coldstart_v1,-0.0787971132263548,-0.030278919480841843,0.003445568030329279,0.0371700555415004,0.08568824928701423,6.1276277875954746,6.4322595547054275,6.65288351675866,6.881074793566233,7.223163779164106,10,10,0.2428174556473455,0.0,0.0,,,,,,,,
11,20260423,20260427,600986.SH,浙文互联,12.13,0.0,0.0032150540188169018,0.0032150540188169018,up,high,1.0,ehx:coldstart_v1,-0.07903278447313564,-0.03051459072762269,0.0032098967835484347,0.036934384294719555,0.08545257804023339,11.208236821356442,11.765448373270317,12.16899860524825,12.586390450785037,13.21211617980539,11,11,0.2362358152500903,0.0,0.0,,,,,,,,
12,20260423,20260427,000890.SZ,法尔胜,16.76,0.0,0.0028103361220064623,0.0028103361220064623,up,high,1.0,ehx:coldstart_v1,-0.07943628674612849,-0.03091809300061553,0.0028063945105555933,0.03653088202172672,0.08504907576724054,15.480153874228368,16.249741517816403,16.80710123340483,17.38357816708686,18.24779354035969,12,12,0.2249707232403495,0.0,0.0,,,,,,,,
13,20260423,20260427,603390.SH,通达电气,13.27,0.0,0.0023477484997970746,0.0023477484997970746,up,high,1.0,ehx:coldstart_v1,-0.0798976844124409,-0.03137949066692795,0.0023449968442431713,0.036069484355414294,0.08458767810092813,12.251007321440419,12.86005965597718,13.301154622592307,13.757378972334578,14.44131977494462,13,13,0.212094860403978,0.0,0.0,,,,,,,,
14,20260423,20260427,000715.SZ,中兴商业,6.61,0.0,0.0017359078486825876,0.0017359078486825876,flat,high,1.0,ehx:coldstart_v1,-0.08050827835465028,-0.03199008460913734,0.0017344029020337852,0.03545889041320491,0.08397708415871874,6.098698425291185,6.401891984490083,6.621474350879792,6.848588305704001,7.189062242779393,14,14,0.1950646245670571,0.0,0.0,,,,,,,,
15,20260423,20260427,000537.SZ,绿发电力,11.65,0.0,0.001629786971187441,0.001629786971187441,flat,high,1.0,ehx:coldstart_v1,-0.08061422094702751,-0.03209602720151456,0.0016284603096565656,0.035352947820827686,0.08387114156634151,10.747701943944147,11.282018248564137,11.668987018214334,12.069228663815041,12.669243968751651,15,15,0.1921108104200707,0.0,0.0,,,,,,,,
16,20260423,20260427,001314.SZ,亿道信息,48.5,0.0,0.001277122433878274,0.001277122433878274,flat,high,1.0,ehx:coldstart_v1,-0.0809663736499791,-0.03244817990446615,0.0012763076067049742,0.0350007951178761,0.08351898886338992,44.72789804573154,46.95152178612386,48.5619404380431,50.22759581362515,52.72463411307342,16,16,0.1822945940069349,0.0,0.0,,,,,,,,
17,20260423,20260427,300061.SZ,旗天科技,9.8,0.0,0.00122958603633248,0.00122958603633248,flat,high,1.0,ehx:coldstart_v1,-0.08101385054216993,-0.032495656796656974,0.0012288307145141481,0.03495331822568527,0.08347151197119909,9.037373002774421,9.48666121075601,9.81204994315606,10.14859938055239,10.653131618826912,17,17,0.1809714454721524,0.0,0.0,,,,,,,,
18,20260423,20260427,002787.SZ,华源控股,19.44,0.0,0.0011833618802824814,0.0011833618802824814,flat,high,1.0,ehx:coldstart_v1,-0.08106001899718945,-0.03254182525167651,0.0011826622594946152,0.03490714977066574,0.08342534351617957,17.926369406679598,18.817569358686722,19.463004554952693,20.130577923510643,21.131358933446982,18,18,0.1796848224315614,0.0,0.0,,,,,,,,
19,20260423,20260427,600186.SH,莲花控股,9.45,0.0,2.441623617311237e-05,2.441623617311237e-05,flat,high,1.0,ehx:coldstart_v1,-0.08221826531858241,-0.03370007157306945,2.4415938101669783e-05,0.033748903449272796,0.08226709719478661,8.704119994810714,9.136840706163966,9.450230733431836,9.774369914849311,10.260297533621237,19,19,0.1474262309087474,0.0,0.0,,,,,,,,
20,20260423,20260427,603538.SH,美诺华,55.55,0.0,-0.00016328280911024113,-0.00016328280911024113,flat,high,1.0,ehx:coldstart_v1,-0.08240597739788348,-0.03388778365237053,-0.00016329614119940365,0.03356119136997172,0.08207938511548554,51.15588495625433,53.69907265832792,55.54092963995392,57.44596158853605,60.30185711591657,20,20,0.1422017349526226,0.0,0.0,,,,,,,,
21,20260423,20260427,601016.SH,节能风电,4.48,0.0,-0.00055343433624914,-0.00055343433624914,flat,high,1.0,ehx:coldstart_v1,-0.08279626879424266,-0.03427807504872972,-0.000553587537558594,0.03317089997361253,0.08168909371912636,4.124013244156282,4.329036376386244,4.477520614173605,4.631097802667398,4.86133037491037,21,21,0.1313420895413421,0.0,0.0,,,,,,,,
