trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
20260313,000010.SZ,美丽生态,U,4.53,4.53,3.71,0,67120896.0,93533,93533,67120896.0
20260313,000677.SZ,恒天海龙,U,5.02,5.02,4.1,0,117815253.0,92500,92500,117815253.0
20260313,000890.SZ,法尔胜,U,11.09,11.09,9.07,2,55731929.0,93142,93315,55731929.0
20260313,001366.SZ,播恩集团,U,15.76,15.76,12.9,0,43056320.0,100348,100348,43056320.0
20260313,002056.SZ,横店东磁,U,25.84,25.84,21.14,3,42809128.0,100351,145424,42809128.0
20260313,002084.SZ,海鸥住工,U,4.29,4.29,3.51,0,20735792.0,112830,112830,20735792.0
20260313,002109.SZ,兴化股份,U,5.18,5.18,4.24,1,33441422.0,93200,100521,33441422.0
20260313,002165.SZ,红 宝 丽,U,12.76,12.76,10.44,0,158778039.0,94300,94300,158778039.0
20260313,002323.SZ,雅博股份,U,2.54,2.54,2.08,0,39853278.0,110642,110642,39853278.0
20260313,002382.SZ,蓝帆医疗,U,7.59,7.59,6.21,0,87250829.0,94654,94654,87250829.0
20260313,002429.SZ,兆驰股份,U,11.94,11.94,9.77,5,60194423.0,94757,145418,60194423.0
20260313,002438.SZ,江苏神通,U,19.26,19.26,15.76,0,106285077.0,133512,133512,106285077.0
20260313,002445.SZ,中南文化,U,4.49,4.49,3.67,0,487232888.0,92500,92500,487232888.0
20260313,002470.SZ,金正大,U,3.22,3.22,2.64,0,180192810.0,93136,93136,180192810.0
20260313,002487.SZ,大金重工,U,80.65,80.65,65.99,2,210266728.0,132430,132718,210266728.0
20260313,002531.SZ,天顺风能,U,12.42,12.42,10.16,0,87460360.0,101909,101909,87460360.0
20260313,002543.SZ,万和电气,U,9.79,9.79,8.01,3,17124002.0,103109,104224,17124002.0
20260313,002637.SZ,赞宇科技,U,15.87,15.87,12.99,0,107489097.0,130554,130554,107489097.0
20260313,002669.SZ,康达新材,U,15.35,15.35,12.56,0,56168750.0,144730,144730,56168750.0
20260313,002903.SZ,宇环数控,U,31.03,31.03,25.39,4,3497081.0,110345,145515,3497081.0
20260313,002931.SZ,锋龙股份,U,81.58,81.58,66.74,0,291847881.0,93018,93018,291847881.0
20260313,002950.SZ,奥美医疗,U,11.3,11.3,9.24,0,63920845.0,101427,101427,63920845.0
20260313,002969.SZ,嘉美包装,U,26.47,26.47,21.65,0,25932156.0,145600,145600,25932156.0
20260313,003027.SZ,同兴科技,U,24.52,24.52,20.06,0,107000572.0,105245,105245,107000572.0
20260313,003041.SZ,真爱美家,U,69.85,69.85,57.15,3,7053453.0,140157,144351,7053453.0
20260313,300185.SZ,通裕重工,U,4.21,4.21,2.81,0,250666372.0,104803,104803,250666372.0
20260313,300981.SZ,中红医疗,U,15.77,15.77,10.51,0,54087409.0,140030,140030,54087409.0
20260313,600121.SH,郑州煤电,U,5.65,5.65,4.63,0,170038778.0,92500,92500,170038778.0
20260313,600226.SH,亨通股份,U,6.02,6.02,4.92,1,19367429.0,133335,134732,19367429.0
20260313,600227.SH,赤天化,U,4.37,4.37,3.57,3,28400166.0,94035,144914,28400166.0
20260313,600232.SH,金鹰股份,U,8.78,8.78,7.18,0,57330766.0,100655,100655,57330766.0
20260313,600234.SH,科新发展,U,14.92,14.92,12.2,0,73641867.0,132232,132232,73641867.0
20260313,600307.SH,酒钢宏兴,U,2.22,2.22,1.82,4,51620394.0,93459,131441,51620394.0
20260313,600336.SH,澳柯玛,U,8.18,8.18,6.7,1,24157994.0,130704,131543,24157994.0
20260313,600370.SH,三房巷,U,2.73,2.73,2.23,0,21947207.0,143221,143221,21947207.0
20260313,600408.SH,安泰集团,U,4.13,4.13,3.38,0,59933263.0,105448,105448,59933263.0
20260313,600683.SH,京投发展,U,8.76,8.76,7.16,1,50816278.0,95822,100710,50816278.0
20260313,600691.SH,潞化科技,U,4.43,4.43,3.63,1,106234341.0,92504,93022,106234341.0
20260313,600722.SH,金牛化工,U,16.94,16.94,13.86,19,25104402.0,94004,144849,25104402.0
20260313,600726.SH,华电能源,U,4.27,4.27,3.49,0,76517524.0,100655,100655,76517524.0
20260313,600746.SH,江苏索普,U,9.26,9.26,7.58,1,15322522.0,132622,135507,15322522.0
20260313,600756.SH,浪潮软件,U,17.63,17.63,14.43,1,99110571.0,130830,130951,99110571.0
20260313,600847.SH,万里股份,U,15.51,15.51,12.69,0,81478683.0,112140,112140,81478683.0
20260313,601218.SH,吉鑫科技,U,6.94,6.94,5.68,2,49132424.0,134355,144928,49132424.0
20260313,601611.SH,中国核建,U,19.21,19.21,15.71,3,106137997.0,132032,140956,106137997.0
20260313,601669.SH,中国电建,U,7.19,7.19,5.89,1,681678306.0,93456,101453,681678306.0
20260313,603029.SH,天鹅股份,U,21.6,21.6,17.68,0,96608808.0,104716,104716,96608808.0
20260313,603062.SH,麦加芯彩,U,56.29,56.29,46.05,0,101394332.0,110928,110928,101394332.0
20260313,603169.SH,兰石重装,U,12.8,12.8,10.48,0,159380480.0,104350,104350,159380480.0
20260313,603248.SH,锡华科技,U,28.2,28.2,23.08,2,17474637.0,130024,150000,17474637.0
20260313,603280.SH,南方路机,U,40.7,40.7,33.3,0,336438410.0,110830,110830,336438410.0
