trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
20260323,000703.SZ,恒逸石化,U,11.84,11.84,9.68,0,134348195.0,130642,130642,134348195.0
20260323,001258.SZ,立新能源,U,10.62,10.62,8.69,2,92711782.0,94606,142400,92711782.0
20260323,002150.SZ,正泰电源,U,38.37,38.37,31.39,6,51665051.0,93209,143936,51665051.0
20260323,002218.SZ,拓日新能,U,6.59,6.59,5.39,0,225424070.0,95709,95709,225424070.0
20260323,002309.SZ,中利集团,U,4.19,4.19,3.43,0,412585403.0,92500,92500,412585403.0
20260323,002310.SZ,东方新能,U,3.83,3.83,3.13,7,51780431.0,94857,134639,51780431.0
20260323,002565.SZ,顺灏股份,U,16.98,16.98,13.9,12,87390252.0,94027,145230,87390252.0
20260323,002896.SZ,中大力德,U,77.0,77.0,63.0,6,14770756.0,93145,145142,14770756.0
20260323,300345.SZ,华民股份,U,8.99,8.99,5.99,12,16910549.0,94430,144206,16910549.0
20260323,300385.SZ,雪浪环境,U,15.61,15.61,10.41,0,206890257.0,92500,92500,206890257.0
20260323,300868.SZ,杰美特,U,46.33,46.33,30.89,24,4966576.0,95100,142339,4966576.0
20260323,600032.SH,浙江新能,U,10.76,10.76,8.8,10,12951812.0,102641,144948,12951812.0
20260323,600143.SH,金发科技,U,17.57,17.57,14.37,16,18770786.0,93903,144954,18770786.0
20260323,600149.SH,廊坊发展,U,6.36,6.36,5.2,0,54114696.0,130432,130432,54114696.0
20260323,600376.SH,首开股份,U,5.87,5.87,4.81,0,169305169.0,95224,95224,169305169.0
20260323,600396.SH,华电辽能,U,6.89,6.89,5.63,3,182918338.0,93059,94247,182918338.0
20260323,600758.SH,辽宁能源,U,4.73,4.73,3.87,0,238476624.0,93104,93104,238476624.0
20260323,600792.SH,云煤能源,U,4.92,4.92,4.02,2,40140804.0,94221,95242,40140804.0
20260323,600844.SH,金煤科技,U,4.03,4.03,3.29,0,106867729.0,93954,93954,106867729.0
20260323,603016.SH,新宏泰,U,38.58,38.58,31.56,4,4359540.0,103554,145124,4359540.0
20260323,603105.SH,芯能科技,U,12.74,12.74,10.42,5,7577752.0,135934,145143,7577752.0
20260323,603272.SH,联翔股份,U,23.98,23.98,19.62,1,3544244.0,93450,145308,3544244.0
20260323,603529.SH,爱玛科技,U,31.11,31.11,25.45,7,44571950.0,94221,135621,44571950.0
20260323,603616.SH,韩建河山,U,7.25,7.25,5.93,0,45010175.0,130100,130100,45010175.0
20260323,603687.SH,大胜达,U,14.73,14.73,12.05,17,6918681.0,92502,145652,6918681.0
20260323,603727.SH,博迈科,U,19.75,19.75,16.16,0,88766710.0,102607,102607,88766710.0
20260323,603787.SH,新日股份,U,14.82,14.82,12.12,1,22038258.0,94534,135916,22038258.0
20260323,603803.SH,瑞斯康达,U,14.61,14.61,11.95,9,17368294.0,102238,144908,17368294.0
